,Country_Code,year,Tax_Revenue_real_USD,Tax_Revenue_real_USD_lag
5839,RWA,2008,666207814.4156098,552422208.7170515
5840,RWA,2009,679745030.6742686,666207814.4156098
5841,RWA,2010,750263348.6949575,679745030.6742686
5842,RWA,2011,851340532.671261,750263348.6949575
5843,RWA,2012,963077662.5470145,851340532.671261
5844,RWA,2013,1078963645.5606835,963077662.5470145
5845,RWA,2014,1183432241.031972,1078963645.5606835
5846,RWA,2015,1365634302.056085,1183432241.031972
5847,RWA,2016,1437202371.0494385,1365634302.056085
5848,RWA,2017,1433768708.770425,1437202371.0494385
5849,RWA,2018,1501920202.852243,1433768708.770425
5850,SAU,1980,,
5851,SAU,1981,,
5852,SAU,1982,,
5853,SAU,1983,,
5854,SAU,1984,,
5855,SAU,1985,,
5856,SAU,1986,,
5857,SAU,1987,,
5858,SAU,1988,,
5859,SAU,1989,,
5860,SAU,1990,,
5861,SAU,1991,,
5862,SAU,1992,,
5863,SAU,1993,,
5864,SAU,1994,6818559945.03906,
5865,SAU,1995,5988038888.17762,6818559945.03906
5866,SAU,1996,6337156707.194284,5988038888.17762
5867,SAU,1997,6533588083.288349,6337156707.194284
5868,SAU,1998,8269153845.020876,6533588083.288349
5869,SAU,1999,6985888542.85087,8269153845.020876
5870,SAU,2000,6349908358.344904,6985888542.85087
5871,SAU,2001,5642408297.048282,6349908358.344904
5872,SAU,2002,4966771680.541565,5642408297.048282
5873,SAU,2003,5004448882.417471,4966771680.541565
5874,SAU,2004,5993277051.052571,5004448882.417471
5875,SAU,2005,,5993277051.052571
5876,SAU,2006,,
5877,SAU,2007,,
5878,SAU,2008,,
5879,SAU,2009,6406459486.023417,
5880,SAU,2010,5828736631.781685,6406459486.023417
5881,SAU,2011,6186016133.264758,5828736631.781685
5882,SAU,2012,7544961940.522341,6186016133.264758
5883,SAU,2013,7413221050.665645,7544961940.522341
5884,SAU,2014,8734714444.201569,7413221050.665645
5885,SAU,2015,11342085419.678665,8734714444.201569
5886,SAU,2016,23396901496.214676,11342085419.678665
5887,SAU,2017,23077567761.602425,23396901496.214676
5888,SAU,2018,33303529766.72651,23077567761.602425
5889,SDN,1980,,
5890,SDN,1981,1455687605.4305596,
5891,SDN,1982,1918908722.4074192,1455687605.4305596
5892,SDN,1983,2155798414.7562346,1918908722.4074192
5893,SDN,1984,1890922117.9801793,2155798414.7562346
5894,SDN,1985,1405179019.3735754,1890922117.9801793
5895,SDN,1986,1424025789.3476987,1405179019.3735754
5896,SDN,1987,894449523.0808645,1424025789.3476987
5897,SDN,1988,1181705003.8881164,894449523.0808645
5898,SDN,1989,1200845595.528436,1181705003.8881164
5899,SDN,1990,1178978238.8699923,1200845595.528436
5900,SDN,1991,1024188758.9607123,1178978238.8699923
5901,SDN,1992,1559401522.9230063,1024188758.9607123
5902,SDN,1993,1439927758.8997886,1559401522.9230063
5903,SDN,1994,1317777515.411825,1439927758.8997886
5904,SDN,1995,1228577799.9732938,1317777515.411825
5905,SDN,1996,1213993208.433475,1228577799.9732938
5906,SDN,1997,1486390828.0198522,1213993208.433475
5907,SDN,1998,1585993073.3805656,1486390828.0198522
5908,SDN,1999,1607748005.1366496,1585993073.3805656
5909,SDN,2000,1406594755.4373455,1607748005.1366496
5910,SDN,2001,1491675893.2574942,1406594755.4373455
5911,SDN,2002,1528546565.7861145,1491675893.2574942
5912,SDN,2003,1785298841.366974,1528546565.7861145
5913,SDN,2004,2345339754.862081,1785298841.366974
5914,SDN,2005,2266239733.2968874,2345339754.862081
5915,SDN,2006,2350058408.0926247,2266239733.2968874
5916,SDN,2007,2752384503.9208007,2350058408.0926247
5917,SDN,2008,3086007567.190747,2752384503.9208007
5918,SDN,2009,3610148898.675909,3086007567.190747
5919,SDN,2010,3404472549.37276,3610148898.675909
5920,SDN,2011,3116380696.3947783,3404472549.37276
5921,SDN,2012,3523281682.1699047,3116380696.3947783
5922,SDN,2013,3791456166.6193805,3523281682.1699047
5923,SDN,2014,3471582109.706308,3791456166.6193805
5924,SDN,2015,3837219232.057277,3471582109.706308
5925,SDN,2016,3697031004.582993,3837219232.057277
5926,SDN,2017,,3697031004.582993
5927,SDN,2018,,
5928,SEN,1980,860710326.2662315,
5929,SEN,1981,679325240.7491701,860710326.2662315
5930,SEN,1982,764432199.7671744,679325240.7491701
5931,SEN,1983,823741338.4861655,764432199.7671744
5932,SEN,1984,824127622.5725712,823741338.4861655
5933,SEN,1985,810270819.9956132,824127622.5725712
5934,SEN,1986,746146742.4904069,810270819.9956132
5935,SEN,1987,802854848.4502757,746146742.4904069
5936,SEN,1988,853742363.0984249,802854848.4502757
5937,SEN,1989,802922764.6865053,853742363.0984249
5938,SEN,1990,896389875.3938341,802922764.6865053
5939,SEN,1991,995286144.8995416,896389875.3938341
5940,SEN,1992,1099088521.5257432,995286144.8995416
5941,SEN,1993,916749508.86422,1099088521.5257432
5942,SEN,1994,832840240.124032,916749508.86422
5943,SEN,1995,956856801.3118141,832840240.124032
5944,SEN,1996,1081209906.4656334,956856801.3118141
5945,SEN,1997,1092157398.2783444,1081209906.4656334
5946,SEN,1998,1162977000.913331,1092157398.2783444
5947,SEN,1999,1296872760.0403483,1162977000.913331
5948,SEN,2000,1385574124.0673227,1296872760.0403483
5949,SEN,2001,1456104935.9237401,1385574124.0673227
5950,SEN,2002,1537276068.1788788,1456104935.9237401
5951,SEN,2003,1645855867.882863,1537276068.1788788
5952,SEN,2004,1786001899.684597,1645855867.882863
5953,SEN,2005,2007507983.8052993,1786001899.684597
5954,SEN,2006,2092065982.0738409,2007507983.8052993
5955,SEN,2007,2243980881.8794055,2092065982.0738409
5956,SEN,2008,2198850131.875455,2243980881.8794055
5957,SEN,2009,2215608393.9444976,2198850131.875455
5958,SEN,2010,2414619570.193108,2215608393.9444976
5959,SEN,2011,2511992737.076412,2414619570.193108
5960,SEN,2012,2575843624.1393256,2511992737.076412
5961,SEN,2013,2624556004.316241,2575843624.1393256
5962,SEN,2014,2881149169.5085154,2624556004.316241
5963,SEN,2015,3067566959.033982,2881149169.5085154
5964,SEN,2016,3402855139.033148,3067566959.033982
5965,SEN,2017,3489280784.8210406,3402855139.033148
5966,SEN,2018,3782423347.5741653,3489280784.8210406
5967,SEN,2019,4504576789.991194,3782423347.5741653
5968,SEN,2020,,4504576789.991194
5969,SGP,1980,5555250068.287059,
5970,SGP,1981,6477608040.990141,5555250068.287059
5971,SGP,1982,7339856903.259206,6477608040.990141
5972,SGP,1983,7902278720.381196,7339856903.259206
5973,SGP,1984,8094239140.992789,7902278720.381196
5974,SGP,1985,7132434720.886122,8094239140.992789
5975,SGP,1986,5877651698.701406,7132434720.886122
5976,SGP,1987,6687184769.220339,5877651698.701406
5977,SGP,1988,8006188538.455653,6687184769.220339
5978,SGP,1989,9832015392.2946,8006188538.455653
5979,SGP,1990,9926083672.583893,9832015392.2946
5980,SGP,1991,11081685452.912605,9926083672.583893
5981,SGP,1992,12520747162.042353,11081685452.912605
5982,SGP,1993,14126258252.77571,12520747162.042353
5983,SGP,1994,16013494533.927813,14126258252.77571
5984,SGP,1995,16291722637.178854,16013494533.927813
5985,SGP,1996,17658583498.046345,16291722637.178854
5986,SGP,1997,18427717010.36875,17658583498.046345
5987,SGP,1998,16515314106.163025,18427717010.36875
5988,SGP,1999,18081242258.7775,16515314106.163025
5989,SGP,2000,20162752269.38153,18081242258.7775
5990,SGP,2001,19584276113.03747,20162752269.38153
5991,SGP,2002,17699468033.192505,19584276113.03747
5992,SGP,2003,18144781868.9318,17699468033.192505
5993,SGP,2004,18575832632.37336,18144781868.9318
5994,SGP,2005,19888465614.683758,18575832632.37336
5995,SGP,2006,22261896480.16125,19888465614.683758
5996,SGP,2007,26328384440.893543,22261896480.16125
5997,SGP,2008,28786441682.798054,26328384440.893543
5998,SGP,2009,27146046643.52795,28786441682.798054
5999,SGP,2010,30683404309.49738,27146046643.52795
6000,SGP,2011,33440106031.786137,30683404309.49738
6001,SGP,2012,36199333251.3911,33440106031.786137
6002,SGP,2013,37100287786.22758,36199333251.3911
6003,SGP,2014,39342403340.34528,37100287786.22758
6004,SGP,2015,39222359409.10887,39342403340.34528
6005,SGP,2016,41051088059.22606,39222359409.10887
6006,SGP,2017,45254697677.26791,41051088059.22606
6007,SGP,2018,44300097555.918495,45254697677.26791
6008,SLB,1980,,
6009,SLB,1981,60986468.765757374,
6010,SLB,1982,65607640.932271354,60986468.765757374
6011,SLB,1983,60038913.06426457,65607640.932271354
6012,SLB,1984,82388644.34303288,60038913.06426457
6013,SLB,1985,81608882.11100215,82388644.34303288
6014,SLB,1986,84858229.38384226,81608882.11100215
6015,SLB,1987,95138178.83638188,84858229.38384226
6016,SLB,1988,101490147.85446055,95138178.83638188
6017,SLB,1989,120990349.75987187,101490147.85446055
6018,SLB,1990,99761650.54634097,120990349.75987187
6019,SLB,1991,101356266.6193733,99761650.54634097
6020,SLB,1992,124880451.85255982,101356266.6193733
6021,SLB,1993,114296057.06006426,124880451.85255982
6022,SLB,1994,124474680.8213045,114296057.06006426
6023,SLB,1995,129468770.2194873,124474680.8213045
6024,SLB,1996,,129468770.2194873
6025,SLB,1997,107406576.33819996,
6026,SLB,1998,108430380.86240542,107406576.33819996
6027,SLB,1999,116884330.49452136,108430380.86240542
6028,SLB,2000,80992243.35587074,116884330.49452136
6029,SLB,2001,56838225.58674745,80992243.35587074
6030,SLB,2002,59387167.76708946,56838225.58674745
6031,SLB,2003,82185580.45610924,59387167.76708946
6032,SLB,2004,105616003.68524559,82185580.45610924
6033,SLB,2005,112790432.64919387,105616003.68524559
6034,SLB,2006,130352257.62141547,112790432.64919387
6035,SLB,2007,169381883.4495294,130352257.62141547
6036,SLB,2008,193393124.00482714,169381883.4495294
6037,SLB,2009,205955696.26422992,193393124.00482714
6038,SLB,2010,244959318.24559805,205955696.26422992
6039,SLB,2011,260681206.80652294,244959318.24559805
6040,SLB,2012,269832247.4546312,260681206.80652294
6041,SLB,2013,295133905.0528623,269832247.4546312
6042,SLB,2014,287191022.70180595,295133905.0528623
6043,SLB,2015,291193925.80519646,287191022.70180595
6044,SLB,2016,282681395.7833885,291193925.80519646
6045,SLB,2017,310247331.32319856,282681395.7833885
6046,SLB,2018,344643598.0529178,310247331.32319856
6047,SLE,1980,,
6048,SLE,1981,159842021.20476222,
6049,SLE,1982,121482939.1891432,159842021.20476222
6050,SLE,1983,74120676.49089175,121482939.1891432
6051,SLE,1984,67232848.52809556,74120676.49089175
6052,SLE,1985,49087182.551852144,67232848.52809556
6053,SLE,1986,31003742.557593074,49087182.551852144
6054,SLE,1987,65558319.031771414,31003742.557593074
6055,SLE,1988,52488566.59138043,65558319.031771414
6056,SLE,1989,54212740.79827583,52488566.59138043
6057,SLE,1990,98440078.42969948,54212740.79827583
6058,SLE,1991,96941477.92729065,98440078.42969948
6059,SLE,1992,103196066.8394354,96941477.92729065
6060,SLE,1993,124273895.78659192,103196066.8394354
6061,SLE,1994,123509490.99324545,124273895.78659192
6062,SLE,1995,85139950.28558841,123509490.99324545
6063,SLE,1996,94393339.4032685,85139950.28558841
6064,SLE,1997,,94393339.4032685
6065,SLE,1998,65397796.338885635,
6066,SLE,1999,62275666.5606466,65397796.338885635
6067,SLE,2000,103014801.73730369,62275666.5606466
6068,SLE,2001,121396141.03368615,103014801.73730369
6069,SLE,2002,146370518.24701172,121396141.03368615
6070,SLE,2003,156234542.23344898,146370518.24701172
6071,SLE,2004,170529373.09452656,156234542.23344898
6072,SLE,2005,163454414.1734961,170529373.09452656
6073,SLE,2006,177199443.60720086,163454414.1734961
6074,SLE,2007,178544095.73251915,177199443.60720086
6075,SLE,2008,186982503.31276152,178544095.73251915
6076,SLE,2009,194401428.11165583,186982503.31276152
6077,SLE,2010,232523798.66014755,194401428.11165583
6078,SLE,2011,296202590.3220669,232523798.66014755
6079,SLE,2012,337786508.99046665,296202590.3220669
6080,SLE,2013,377384643.8254226,337786508.99046665
6081,SLE,2014,365451793.6918682,377384643.8254226
6082,SLE,2015,317651036.19903374,365451793.6918682
6083,SLE,2016,375087079.78238297,317651036.19903374
6084,SLE,2017,386265407.3118024,375087079.78238297
6085,SLE,2018,425221464.7658539,386265407.3118024
6086,SLV,1980,,
6087,SLV,1981,,
6088,SLV,1982,,
6089,SLV,1983,,
6090,SLV,1984,,
6091,SLV,1985,,
6092,SLV,1986,1354285530.0046453,
6093,SLV,1987,1127270380.8750439,1354285530.0046453
6094,SLV,1988,978507457.8639016,1127270380.8750439
6095,SLV,1989,816087931.8663899,978507457.8639016
6096,SLV,1990,760925117.849187,816087931.8663899
6097,SLV,1991,899035594.5663488,760925117.849187
6098,SLV,1992,1037363088.7949231,899035594.5663488
6099,SLV,1993,1179858422.3278868,1037363088.7949231
6100,SLV,1994,1346614509.3713286,1179858422.3278868
6101,SLV,1995,1605596157.5500376,1346614509.3713286
6102,SLV,1996,1586626125.7769055,1605596157.5500376
6103,SLV,1997,1489917138.8849607,1586626125.7769055
6104,SLV,1998,1497983860.9430792,1489917138.8849607
6105,SLV,1999,1612552532.1880286,1497983860.9430792
6106,SLV,2000,1662750562.8084164,1612552532.1880286
6107,SLV,2001,1788261751.7256508,1662750562.8084164
6108,SLV,2002,1946031868.3734405,1788261751.7256508
6109,SLV,2003,2070935966.0021589,1946031868.3734405
6110,SLV,2004,2085442615.7212877,2070935966.0021589
6111,SLV,2005,2456148933.882522,2085442615.7212877
6112,SLV,2006,2767544984.3929515,2456148933.882522
6113,SLV,2007,3012367332.6419373,2767544984.3929515
6114,SLV,2008,3148018818.8201523,3012367332.6419373
6115,SLV,2009,2705928839.022668,3148018818.8201523
6116,SLV,2010,2916987350.3902864,2705928839.022668
6117,SLV,2011,2938622724.1140437,2916987350.3902864
6118,SLV,2012,3186470103.1873527,2938622724.1140437
6119,SLV,2013,3433284569.426411,3186470103.1873527
6120,SLV,2014,3421280311.0620875,3433284569.426411
6121,SLV,2015,3512385901.659238,3421280311.0620875
6122,SLV,2016,3735874982.30543,3512385901.659238
6123,SLV,2017,3911684810.387143,3735874982.30543
6124,SLV,2018,,3911684810.387143
6125,SMR,1980,,
6126,SMR,1981,,
6127,SMR,1982,,
6128,SMR,1983,,
6129,SMR,1984,,
6130,SMR,1985,,
6131,SMR,1986,,
6132,SMR,1987,,
6133,SMR,1988,,
6134,SMR,1989,,
6135,SMR,1990,,
6136,SMR,1991,,
6137,SMR,1992,,
6138,SMR,1993,,
6139,SMR,1994,,
6140,SMR,1995,,
6141,SMR,1996,,
6142,SMR,1997,260016849.12949255,
6143,SMR,1998,288996056.7830133,260016849.12949255
6144,SMR,1999,273688479.33669907,288996056.7830133
6145,SMR,2000,284001762.349298,273688479.33669907
6146,SMR,2001,299316542.87869453,284001762.349298
6147,SMR,2002,323344600.401713,299316542.87869453
6148,SMR,2003,312447760.7833242,323344600.401713
6149,SMR,2004,307710036.37998945,312447760.7833242
6150,SMR,2005,334678448.895287,307710036.37998945
6151,SMR,2006,359532910.04316956,334678448.895287
6152,SMR,2007,393156228.7804708,359532910.04316956
6153,SMR,2008,392603110.36831033,393156228.7804708
6154,SMR,2009,333299233.8070843,392603110.36831033
6155,SMR,2010,293048871.80167043,333299233.8070843
6156,SMR,2011,276360386.86050326,293048871.80167043
6157,SMR,2012,282091453.5348846,276360386.86050326
6158,SMR,2013,264451196.57561,282091453.5348846
6159,SMR,2014,299821099.13133943,264451196.57561
6160,SMR,2015,284389980.22721803,299821099.13133943
6161,SMR,2016,270723063.3665237,284389980.22721803
6162,SMR,2017,262660027.95315984,270723063.3665237
6163,SMR,2018,297935804.67031264,262660027.95315984
6164,SOM,1980,,
6165,SOM,1981,,
6166,SOM,1982,,
6167,SOM,1983,,
6168,SOM,1984,,
6169,SOM,1985,,
6170,SOM,1986,,
6171,SOM,1987,,
6172,SOM,1988,,
6173,SOM,1989,,
6174,SOM,1990,,
6175,SOM,1991,,
6176,SOM,1992,,
6177,SOM,1993,,
6178,SOM,1994,,
6179,SOM,1995,,
6180,SOM,1996,,
6181,SOM,1997,,
6182,SOM,1998,,
6183,SOM,1999,,
6184,SOM,2000,,
6185,SOM,2001,,
6186,SOM,2002,,
6187,SOM,2003,,
6188,SOM,2004,,
6189,SOM,2005,,
6190,SOM,2006,,
6191,SOM,2007,,
6192,SOM,2008,,
6193,SOM,2009,,
6194,SOM,2010,,
6195,SOM,2011,,
6196,SOM,2012,,
6197,SOM,2013,,
6198,SOM,2014,,
6199,SOM,2015,,
6200,SOM,2016,,
6201,SOM,2017,,
6202,SOM,2018,,
6203,SRB,1980,,
6204,SRB,1981,,
6205,SRB,1982,,
6206,SRB,1983,,
6207,SRB,1984,,
6208,SRB,1985,,
6209,SRB,1986,,
6210,SRB,1987,,
6211,SRB,1988,,
6212,SRB,1989,,
6213,SRB,1990,,
6214,SRB,1991,,
6215,SRB,1992,,
6216,SRB,1993,,
6217,SRB,1994,,
6218,SRB,1995,,
6219,SRB,1996,,
6220,SRB,1997,,
6221,SRB,1998,,
6222,SRB,1999,,
6223,SRB,2000,5222853417.076224,
6224,SRB,2001,6483017097.740385,5222853417.076224
6225,SRB,2002,8420494126.756047,6483017097.740385
6226,SRB,2003,7448681377.061152,8420494126.756047
6227,SRB,2004,8265065229.166122,7448681377.061152
6228,SRB,2005,8422827200.125395,8265065229.166122
6229,SRB,2006,8599789794.073355,8422827200.125395
6230,SRB,2007,9935333290.95252,8599789794.073355
6231,SRB,2008,10423845219.7464,9935333290.95252
6232,SRB,2009,9555377295.726454,10423845219.7464
6233,SRB,2010,9749645949.929733,9555377295.726454
6234,SRB,2011,9488494153.651602,9749645949.929733
6235,SRB,2012,9638753692.022419,9488494153.651602
6236,SRB,2013,9290053212.57551,9638753692.022419
6237,SRB,2014,9592260679.40324,9290053212.57551
6238,SRB,2015,9695976485.11979,9592260679.40324
6239,SRB,2016,,9695976485.11979
6240,SRB,2017,,
6241,SRB,2018,11410480012.670462,
6242,SSD,1980,,
6243,SSD,1981,,
6244,SSD,1982,,
6245,SSD,1983,,
6246,SSD,1984,,
6247,SSD,1985,,
6248,SSD,1986,,
6249,SSD,1987,,
6250,SSD,1988,,
6251,SSD,1989,,
6252,SSD,1990,,
6253,SSD,1991,,
6254,SSD,1992,,
6255,SSD,1993,,
6256,SSD,1994,,
6257,SSD,1995,,
6258,SSD,1996,,
6259,SSD,1997,,
6260,SSD,1998,,
6261,SSD,1999,,
6262,SSD,2000,,
6263,SSD,2001,,
6264,SSD,2002,,
6265,SSD,2003,,
6266,SSD,2004,,
6267,SSD,2005,,
6268,SSD,2006,,
6269,SSD,2007,,
6270,SSD,2008,,
6271,SSD,2009,,
6272,SSD,2010,,
6273,SSD,2011,,
6274,SSD,2012,,
6275,SSD,2013,,
6276,SSD,2014,,
6277,SSD,2015,,
6278,SSD,2016,,
6279,SSD,2017,,
6280,SSD,2018,,
6281,STP,1980,,
6282,STP,1981,,
6283,STP,1982,,
6284,STP,1983,,
6285,STP,1984,,
6286,STP,1985,,
6287,STP,1986,,
6288,STP,1987,,
6289,STP,1988,,
6290,STP,1989,,
6291,STP,1990,,
6292,STP,1991,,
6293,STP,1992,,
6294,STP,1993,,
6295,STP,1994,,
6296,STP,1995,,
6297,STP,1996,,
6298,STP,1997,,
6299,STP,1998,,
6300,STP,1999,,
6301,STP,2000,,
6302,STP,2001,14711863.944717374,
6303,STP,2002,16023662.188353967,14711863.944717374
6304,STP,2003,16537849.105850583,16023662.188353967
6305,STP,2004,19030741.03562744,16537849.105850583
6306,STP,2005,19764062.01541344,19030741.03562744
6307,STP,2006,24647233.643126637,19764062.01541344
6308,STP,2007,26535577.283157405,24647233.643126637
6309,STP,2008,26773474.7223446,26535577.283157405
6310,STP,2009,27951177.669817537,26773474.7223446
6311,STP,2010,34830998.49667644,27951177.669817537
6312,STP,2011,36266161.27840011,34830998.49667644
6313,STP,2012,33900133.74977855,36266161.27840011
6314,STP,2013,42134135.82492048,33900133.74977855
6315,STP,2014,32259418.143598963,42134135.82492048
6316,STP,2015,35159832.26769688,32259418.143598963
6317,STP,2016,31555499.845416635,35159832.26769688
6318,STP,2017,33773654.147024,31555499.845416635
6319,STP,2018,34177041.95116947,33773654.147024
6320,SUR,1980,,
6321,SUR,1981,,
6322,SUR,1982,,
6323,SUR,1983,,
6324,SUR,1984,,
6325,SUR,1985,,
6326,SUR,1986,,
6327,SUR,1987,,
6328,SUR,1988,,
6329,SUR,1989,,
6330,SUR,1990,,
6331,SUR,1991,314873398.99709284,
6332,SUR,1992,263002649.53690532,314873398.99709284
6333,SUR,1993,105008445.04949422,263002649.53690532
6334,SUR,1994,240073860.32316345,105008445.04949422
6335,SUR,1995,344717348.66664684,240073860.32316345
6336,SUR,1996,398624559.84913135,344717348.66664684
6337,SUR,1997,393767609.99531186,398624559.84913135
6338,SUR,1998,475998947.7529013,393767609.99531186
6339,SUR,1999,390895224.4188552,475998947.7529013
6340,SUR,2000,438038917.92173165,390895224.4188552
6341,SUR,2001,658025345.8697382,438038917.92173165
6342,SUR,2002,487610563.98296964,658025345.8697382
6343,SUR,2003,539658419.1401339,487610563.98296964
6344,SUR,2004,582107505.1033076,539658419.1401339
6345,SUR,2005,597533302.4059914,582107505.1033076
6346,SUR,2006,657515886.6632984,597533302.4059914
6347,SUR,2007,759155054.225744,657515886.6632984
6348,SUR,2008,727651397.8286889,759155054.225744
6349,SUR,2009,634312006.1315472,727651397.8286889
6350,SUR,2010,685781306.9133824,634312006.1315472
6351,SUR,2011,853126034.6158193,685781306.9133824
6352,SUR,2012,901181357.8520666,853126034.6158193
6353,SUR,2013,959331380.7142161,901181357.8520666
6354,SUR,2014,866456664.5938218,959331380.7142161
6355,SUR,2015,835073557.3647119,866456664.5938218
6356,SUR,2016,586143777.7612233,835073557.3647119
6357,SUR,2017,701045490.407996,586143777.7612233
6358,SUR,2018,750596370.5601844,701045490.407996
6359,SVK,1980,,
6360,SVK,1981,,
6361,SVK,1982,,
6362,SVK,1983,,
6363,SVK,1984,,
6364,SVK,1985,,
6365,SVK,1986,,
6366,SVK,1987,,
6367,SVK,1988,,
6368,SVK,1989,,
6369,SVK,1990,,
6370,SVK,1991,,
6371,SVK,1992,,
6372,SVK,1993,,
6373,SVK,1994,11745852623.527147,
6374,SVK,1995,11605639119.431595,11745852623.527147
6375,SVK,1996,11486513423.37782,11605639119.431595
6376,SVK,1997,11506990005.612215,11486513423.37782
6377,SVK,1998,11778455588.237303,11506990005.612215
6378,SVK,1999,11534889078.266647,11778455588.237303
6379,SVK,2000,10913557466.299435,11534889078.266647
6380,SVK,2001,10649814107.849833,10913557466.299435
6381,SVK,2002,11007270662.168482,10649814107.849833
6382,SVK,2003,11934950637.34625,11007270662.168482
6383,SVK,2004,12366293914.024456,11934950637.34625
6384,SVK,2005,13348419179.64583,12366293914.024456
6385,SVK,2006,13655828399.319408,13348419179.64583
6386,SVK,2007,15108872617.259785,13655828399.319408
6387,SVK,2008,15678513594.849737,15108872617.259785
6388,SVK,2009,14050941448.765917,15678513594.849737
6389,SVK,2010,14345346169.461842,14050941448.765917
6390,SVK,2011,15225846820.630817,14345346169.461842
6391,SVK,2012,14987621995.524837,15225846820.630817
6392,SVK,2013,16116572815.82566,14987621995.524837
6393,SVK,2014,17290475677.906548,16116572815.82566
6394,SVK,2015,18652574876.63547,17290475677.906548
6395,SVK,2016,19166410660.547222,18652574876.63547
6396,SVK,2017,19914093429.507652,19166410660.547222
6397,SVK,2018,20736376539.09423,19914093429.507652
6398,SVN,1980,,
6399,SVN,1981,,
6400,SVN,1982,,
6401,SVN,1983,,
6402,SVN,1984,,
6403,SVN,1985,,
6404,SVN,1986,,
6405,SVN,1987,,
6406,SVN,1988,,
6407,SVN,1989,,
6408,SVN,1990,,
6409,SVN,1991,,
6410,SVN,1992,3848340156.3618884,
6411,SVN,1993,4820418479.320858,3848340156.3618884
6412,SVN,1994,6079688656.550701,4820418479.320858
6413,SVN,1995,6584104477.0423765,6079688656.550701
6414,SVN,1996,7017513890.358506,6584104477.0423765
6415,SVN,1997,7264696581.753893,7017513890.358506
6416,SVN,1998,7731786809.483288,7264696581.753893
6417,SVN,1999,8346609892.879688,7731786809.483288
6418,SVN,2000,8388179549.816207,8346609892.879688
6419,SVN,2001,8624609277.914373,8388179549.816207
6420,SVN,2002,9161545265.451012,8624609277.914373
6421,SVN,2003,9528299356.153116,9161545265.451012
6422,SVN,2004,9964543089.586912,9528299356.153116
6423,SVN,2005,10567192999.990112,9964543089.586912
6424,SVN,2006,11115863363.8147,10567192999.990112
6425,SVN,2007,11759926830.9889,11115863363.8147
6426,SVN,2008,11640278649.604294,11759926830.9889
6427,SVN,2009,10250971193.767584,11640278649.604294
6428,SVN,2010,10588194746.137096,10250971193.767584
6429,SVN,2011,10553459693.289385,10588194746.137096
6430,SVN,2012,10318115141.73753,10553459693.289385
6431,SVN,2013,10182020705.114092,10318115141.73753
6432,SVN,2014,10537526311.580036,10182020705.114092
6433,SVN,2015,10771675772.27102,10537526311.580036
6434,SVN,2016,11174053012.425783,10771675772.27102
6435,SVN,2017,11574159529.91205,11174053012.425783
6436,SVN,2018,12169482611.961168,11574159529.91205
6437,SWE,1980,82944521092.56091,
6438,SWE,1981,83257732638.6984,82944521092.56091
6439,SWE,1982,84312399583.07167,83257732638.6984
6440,SWE,1983,87665888918.50502,84312399583.07167
6441,SWE,1984,91692498453.57991,87665888918.50502
6442,SWE,1985,97232360926.54204,91692498453.57991
6443,SWE,1986,103909584815.6903,97232360926.54204
6444,SWE,1987,114583716101.52132,103909584815.6903
6445,SWE,1988,114455632229.35054,114583716101.52132
6446,SWE,1989,116547969754.74104,114455632229.35054
6447,SWE,1990,116737450714.03998,116547969754.74104
6448,SWE,1991,106357556733.05719,116737450714.03998
6449,SWE,1992,99921184429.02672,106357556733.05719
6450,SWE,1993,99213018443.46034,99921184429.02672
6451,SWE,1994,103898902334.8563,99213018443.46034
6452,SWE,1995,109778858620.94527,103898902334.8563
6453,SWE,1996,114169588292.0861,109778858620.94527
6454,SWE,1997,120850775977.0008,114169588292.0861
6455,SWE,1998,127172050971.77647,120850775977.0008
6456,SWE,1999,140563137938.77127,127172050971.77647
6457,SWE,2000,143048638707.40652,140563137938.77127
6458,SWE,2001,134839753396.35016,143048638707.40652
6459,SWE,2002,131549097419.9171,134839753396.35016
6460,SWE,2003,137635164412.31592,131549097419.9171
6461,SWE,2004,145719694146.3118,137635164412.31592
6462,SWE,2005,154484029052.01233,145719694146.3118
6463,SWE,2006,162346416866.79922,154484029052.01233
6464,SWE,2007,163030505927.06287,162346416866.79922
6465,SWE,2008,160993099216.65158,163030505927.06287
6466,SWE,2009,153532559703.39954,160993099216.65158
6467,SWE,2010,157856404131.04633,153532559703.39954
6468,SWE,2011,164024228342.7035,157856404131.04633
6469,SWE,2012,162572145319.5093,164024228342.7035
6470,SWE,2013,167691603698.67822,162572145319.5093
6471,SWE,2014,170925548304.58795,167691603698.67822
6472,SWE,2015,182525291141.56635,170925548304.58795
6473,SWE,2016,191404593337.0183,182525291141.56635
6474,SWE,2017,198774773669.56763,191404593337.0183
6475,SWE,2018,200196084864.35364,198774773669.56763
6476,SWZ,1980,,
6477,SWZ,1981,189381740.81783062,
6478,SWZ,1982,236293742.00880173,189381740.81783062
6479,SWZ,1983,231558852.6620523,236293742.00880173
6480,SWZ,1984,246555129.62162498,231558852.6620523
6481,SWZ,1985,240607168.5544588,246555129.62162498
6482,SWZ,1986,221372176.45702228,240607168.5544588
6483,SWZ,1987,295640809.1323514,221372176.45702228
6484,SWZ,1988,296126993.8590788,295640809.1323514
6485,SWZ,1989,374438567.1258369,296126993.8590788
6486,SWZ,1990,490557261.98278415,374438567.1258369
6487,SWZ,1991,490153814.0308491,490557261.98278415
