year,Country_Code,agri_val_lcu,agri_vol_lcu,manu_val_lcu,manu_vol_lcu,serv_val_lcu,serv_vol_lcu,gdp_val_usd,gdp_val_lcu,gdp_vol_usd15,gdp_vol_lcu
1999,BHR,28.57,,2440.33,,2677,,6621.01,2489.5,14705.94,5447.64
2000,BHR,27.76,,2545.42,,2821.77,,9062.9,3407.65,15485.37,5736.37
2001,BHR,26.76,,2649.31,,2967.94,,8976.2,3375.05,15871.1,5879.26
2002,BHR,25.55,,2752,,3115.52,,9593.51,3607.16,16402.55,6076.13
2003,BHR,24.14,,2853.48,,3264.51,,11074.81,4164.13,17435.33,6458.71
2004,BHR,22.53,,2953.77,,3414.89,,13150.16,4944.46,18652.48,6909.59
2005,BHR,20.72,,3052.85,,3566.69,,15968.72,6004.24,19915.07,7377.3
2006,BHR,18.7,28.68,3150.73,3797.97,3719.88,3930.89,18504.76,6957.79,21202.98,7854.39
2007,BHR,23.88,28.07,3751.71,4055.51,4314.83,4315.7,21730,8170.48,22961.54,8505.83
2008,BHR,25.6,28.12,4873.07,4245.59,4669.97,4649.84,25710.88,9667.29,24394.77,9036.75
2009,BHR,29.1,31.25,3717.28,4248.78,4795.08,4870.21,22938.22,8624.77,25014.52,9266.33
2010,BHR,28.78,28.78,4348.37,4348.36,5190.04,5169.94,25713.27,9668.19,26099.34,9668.19
2011,BHR,31.47,29.24,5357.75,4411.51,5338.68,5297.27,28776.62,10820.01,26617.03,9859.96
2012,BHR,31.88,29.85,5497.5,4334.16,5918.2,5737.05,30749.34,11561.75,27609.37,10227.56
2013,BHR,33.62,30.28,5866.04,4719.81,6220.11,5898.13,32539.55,12234.87,29104.92,10781.57
2014,BHR,37.65,33.72,5840,4945.01,6587.51,6132.72,33387.69,12553.77,30371.07,11250.6
2015,BHR,36.92,32.68,4716.26,5052.09,6840.94,6302.84,31125.9,11703.34,31125.9,11530.22
2016,BHR,40.26,34.94,4766.4,5191.99,7184.61,6565.87,32250.13,12126.05,32233.4,11940.48
2017,BHR,38.74,34.64,5503.34,5224.5,7566.49,7039.68,35432.69,13322.69,33616.52,12452.84
2018,BHR,37.28,35.95,6354.22,5346.97,7938.48,7134.75,37747.07,14192.9,34214.71,12674.43
2019,BHR,35.87,36.6,7336.65,5410,8292.67,7296.39,37885.64,14245,34830.57,12902.57
2020,BHR,34.52,37.2,8470.99,5449,8619.31,6938.21,35763.3,13447,33959.81,12580.01
2021,BHR,33.21,38,9780.7,5537,8906.52,7222.15,37646.28,14155,34978.6,12957.41
2022,BHR,34.2,38.9,9820,5614.5,8950,7438.08,39569.15,14878,35783.11,13255.43
1980,BIH,,,,,,,,,,
1981,BIH,,,,,,,,,,
1982,BIH,,,,,,,,,,
1983,BIH,,,,,,,,,,
1984,BIH,,,,,,,,,,
1985,BIH,,,,,,,,,,
1986,BIH,,,,,,,,,,
1987,BIH,,,,,,,,,,
1988,BIH,,,,,,,,,,
1989,BIH,,,,,,,,,,
1990,BIH,,,,,,,,,,
1991,BIH,,,,,,,,,,
1992,BIH,,,,,,,,,,
1993,BIH,,,,,,,,,,
1994,BIH,729.4,1418.64,526,1233.64,779,1556.79,1219.63,2034.4,2576.82,4544.22
1995,BIH,553.72,1167.21,687.47,1763.14,1433.79,2119.7,1812.8,2674.99,3112.79,5489.41
1996,BIH,867.84,1830.05,1077.46,2709.21,1496.7,3295.41,2705.79,4192.44,5881.86,10372.66
1997,BIH,1115.43,2064.66,1605.68,3543.93,2506.44,4879.19,3671.82,6367.3,7904.61,13939.78
1998,BIH,1156.2,2166.08,1987.09,4438.91,2804.17,5517.77,4116.7,7244.16,9137.73,16114.38
1999,BIH,1141.02,1959.47,2095.42,4290.79,3827.21,6967.89,4686.25,8603.01,10014.95,17661.36
2000,BIH,1040.74,1416.48,2264.13,3674.4,6529.21,8998.11,5506.15,11689,10565.77,18632.73
2001,BIH,1114.22,1451.93,2395.69,3722.39,6844.08,9264.33,5748.73,12565,11030.66,19452.57
2002,BIH,1143.59,1409.11,2457.51,3610.66,7733.75,10118.73,6650.47,13821,11615.29,20483.56
2003,BIH,1064.86,1289.15,2779.17,4011.85,8035.88,10441.52,8370.36,14505,12079.9,21302.91
2004,BIH,1480.32,1626.64,3427.93,4559.38,9205.67,10660.32,10594.86,16689.02,12816.77,22602.37
2005,BIH,1464.51,1718.44,3768.24,4836.78,9658.51,12860.82,11597.7,18239.71,13939.42,24582.17
2006,BIH,1615.47,1816.72,4203.57,5295.22,10563.47,13414.64,13567.1,21152.47,14694.56,25913.85
2007,BIH,1737.3,1855.59,4893.42,5724.31,11862.45,14177.64,16440.85,23493.98,15555.01,27431.26
2008,BIH,1839.25,1934.37,5907.9,6240.26,13704.4,14800.39,19612.78,26186.98,16090.58,28375.74
2009,BIH,1754.89,1898.47,5663.64,5953.55,13815.05,14552.58,18446.79,25971.24,15532.52,27391.6
2010,BIH,1724,1822.88,5679.67,6052.56,14095.52,14707.85,17630.28,26034.63,15480.77,27300.33
2011,BIH,1772.64,1819.61,5803.89,6034.27,14658.59,14963.16,19080.57,26844.46,15754.87,27783.71
2012,BIH,1609.46,1615.54,5648.95,5870.24,14912.11,15265.52,18108.15,27564.22,15782.97,27833.26
2013,BIH,1832.04,1870.08,5953.97,6095.55,15062.21,15332.42,19170.82,28240.54,16082.52,28361.53
2014,BIH,1628.13,1633.36,6036.64,6210.96,15560.28,15724.75,19226.34,28343.47,16187.35,28546.4
2015,BIH,1783.43,1783.43,6443.25,6443.25,16075.22,16075.22,16856.87,29727.1,16856.87,29727.1
2016,BIH,1904.73,1918.95,6926.94,6747.26,16572.91,16389.05,17517.49,30972.67,17379.44,30648.63
2017,BIH,1757.65,1702.26,7501.34,7087.92,17754.04,17057.59,18595.4,32270.46,17918.2,31598.74
2018,BIH,1969.18,1856.73,8168.33,7353.82,18623.42,17568.51,20493.05,33956.98,18563.79,32737.24
2019,BIH,2077.27,1910.26,8634.91,7496.38,19467.39,18122.23,20071.83,35085.82,19083.57,33653.88
2020,BIH,2141.7,1904.53,8928.1,7421.42,19269.92,17684.32,20095.48,34751.62,18724.07,33019.89
2021,BIH,2280.02,1960.63,9566.92,7614.37,20296.34,18353.62,21068.24,36228.87,19360.69,34142.57
2022,BIH,2427.27,2018.38,10251.46,7812.35,21441.2,19103.32,22056.41,37714.75,20057.67,35371.7
1980,BLR,,,,,,,4825.45,1.33,21905.45,7733150
1981,BLR,,,,,,,5085.53,1.55,22744.76,8029446
1982,BLR,,,,,,,5356.21,1.64,23654.55,8350625
1983,BLR,,,,,,,5410.83,1.7,24671.7,8709702
1984,BLR,,,,,,,5640.58,1.95,25411.85,8970992
1985,BLR,,,,,,,6259.89,2.22,25843.85,9123499
1986,BLR,,,,,,,7912.46,2.35,26775.84,9452514
1987,BLR,,,,,,,9041.04,2.42,27522.28,9716024
1988,BLR,,,,,,,11132.3,2.86,28983.21,10231769
1989,BLR,,,,,,,13082.71,3.48,29853.38,10538961
1990,BLR,0,4630,0,10800,0,18860,17389.56,4.33,29178.8,10300816
1991,BLR,0,4460,0,10840,0,18330,17811.86,8.71,28828.65,10177207
1992,BLR,0,4100,0,9930,0,15660,17022.65,92.45,26061.1,9200195
1993,BLR,0.02,4160,0.03,8770,0.04,14250,16280.36,985.32,24080.46,8500980
1994,BLR,0.29,3500,0.47,7250,0.83,14650,14931.6,17793.2,21263.04,7506365
1995,BLR,2.26,3420,3.27,6270,5.24,12550,13972.64,121402.6,19051.69,6725703
1996,BLR,3.42,3470,5.3,6480,8,12790,14756.86,191839.2,19585.14,6914023
1997,BLR,5.81,3280,10.63,7650,15.01,14560,14128.41,366830.1,21817.84,7702222
1998,BLR,10,3230,20,8480,30,16030,15222.01,702161.1,23650.54,8349208
1999,BLR,40,3000,100,9120,120,17200,12138.49,3026064,24454.66,8633081
2000,BLR,110,3270,310,9650,360,18130,12736.86,9133800,25873.03,9133800
2001,BLR,180,3310,560,10110,760,19460,12354.82,17173200,27095.61,9565400
2002,BLR,260,3410,830,10820,1150,20060,14594.93,26138300,28462.65,10048000
2003,BLR,320,3670,1200,11970,1580,20960,17825.44,36564800,30467.33,10755700
2004,BLR,440,4150,1750,14220,2090,22430,23141.59,49991800,33955.76,11987200
2005,BLR,550,4250,2460,16150,2580,24270,30210.09,65067100,37147.61,13113997
2006,BLR,680,4510,2950,18430,3240,26230,36961.83,79267000,40862.36,14425396
2007,BLR,810,4720,3600,20150,3930,27440,45275.73,97165246,44376.53,15665981.5
2008,BLR,1120,5130,5040,23280,4930,28770,60850.09,130000000,48902.94,17263911.61
2009,BLR,1160,5140,5130,23350,5990,29000,49050.34,137000000,49000.74,17298439.43
2010,BLR,1520,5270,6460,26170,7410,31680,57075.52,170000000,52819.72,18646627.91
2011,BLR,2460,5620,11090,28060,13560,34130,61713.1,307000000,55747.51,19680208.63
2012,BLR,4450,5980,19870,28640,23710,33790,65729.11,548000000,56712.25,20020784.48
2013,BLR,4570,5730,24080,28090,30460,35710,75562.59,671000000,57293.14,20225853.37
2014,BLR,5880,5880,28510,28510,36790,36790,78880.42,805792700,58265.96,20569284.32
2015,BLR,5650,5740,29390,26410,42920,36240,56046.63,889268356.1,56046.63,19785806.53
2016,BLR,6550,5970,29390,25180,46070,31150,47369.38,942050103.4,54644.74,19290904.67
2017,BLR,8000,6230,33370,26080,50370,32310,54270.74,1048402092,56010.82,19773163.78
2018,BLR,7780,5990,38290,27400,58020,33390,58595.52,1193356434,57717.54,20375677.79
2019,BLR,8640.91,6079.85,41505.8,27701.4,66658.16,33799.35,59339.62,1232680929,58410.15,20620185.92
2020,BLR,9664.46,6201.45,41878.59,26039.32,73323.19,32636.61,55418.48,1183460100,56073.75,19795378.48
2021,BLR,10788.07,6313.07,45895.83,26586.14,83752.35,32626.93,56712.44,1246214333,56634.48,19993332.27
2022,BLR,12030.47,6420.4,50002.83,26984.93,96227.18,32907.13,58769.14,1331442458,57314.1,20233252.26
1980,BLZ,90.56,94.32,92.18,124.97,173.64,345.59,194.75,389.5,368.78,578.33
1981,BLZ,87.81,96.57,81.53,129.78,193.18,350.45,192.9,385.8,373.54,585.79
1982,BLZ,69.36,101.03,67.25,126.98,202.94,342.22,179.25,358.5,372.48,584.13
1983,BLZ,71.43,97.04,70.78,124.89,217.81,342.29,189,378,364.64,571.83
1984,BLZ,76.01,98.49,88.72,123.06,233.08,354.18,210.9,421.8,371.78,583.03
1985,BLZ,73.86,99.23,81.73,124.31,236.92,356.75,209.15,418.3,375.74,589.25
1986,BLZ,82.66,94.36,87.14,128.73,255.91,374.57,227.85,455.7,392.93,616.2
1987,BLZ,107.07,110.91,118.8,141.62,285.36,404.86,276.55,553.1,437,685.31
1988,BLZ,115.94,110.99,135.48,149.78,318.42,440.98,314.9,629.8,477.37,748.62
1989,BLZ,127.66,117.92,151.09,172.05,381.29,495.94,363.15,726.3,539.86,846.62
1990,BLZ,142.2,131.15,159.37,190.96,427.14,538.66,413.05,826.1,597.24,936.6
1991,BLZ,141.11,137.1,168.52,204.8,473.56,575.2,444.72,889.44,659.93,1034.92
1992,BLZ,159.65,154.74,196.33,226.39,564.54,647.7,518.24,1036.48,739.36,1159.48
1993,BLZ,163.03,162.56,213.64,246.05,614.48,686.68,559.86,1119.72,785.76,1232.25
1994,BLZ,169.48,168.58,206.83,232.1,644.14,702.33,580.87,1161.73,787.01,1234.2
1995,BLZ,191.42,168.48,222.54,231.48,684.35,708.36,620.14,1240.28,792.07,1242.14
1996,BLZ,196.21,180.77,233.07,227.33,699.98,718.35,641.39,1282.77,803.39,1259.89
1997,BLZ,195.46,192.77,228.38,231.08,727.66,742.68,654.32,1308.63,831.87,1304.56
1998,BLZ,196.75,197.17,238.2,226.32,773.73,783.17,688.99,1377.98,862.99,1353.36
1999,BLZ,220.77,218.58,245.37,247.33,849.43,845.11,732.73,1465.46,938.76,1472.19
2000,BLZ,243.79,243.79,308.47,308.47,938.52,938.52,832.07,1664.14,1061.16,1664.14
2001,BLZ,228.47,242.83,309.75,310.18,1024.32,1006.68,871.86,1743.72,1114.39,1747.61
2002,BLZ,236.6,244.14,316.39,316.95,1122.9,1086.98,932.55,1865.1,1171.44,1837.07
2003,BLZ,287.1,338.95,298.2,306.01,1214.32,1175.74,990.38,1980.75,1280.69,2008.4
2004,BLZ,303.23,371.03,322.01,328.6,1296.03,1214.45,1057.85,2115.69,1340.24,2101.8
2005,BLZ,296.55,382.53,333.59,325.77,1390.02,1269.81,1114.22,2228.45,1374.81,2156
2006,BLZ,309.82,357.83,427.94,406.21,1465.18,1302.32,1217.47,2434.94,1437.81,2254.8
2007,BLZ,297.65,283.92,467.99,415.2,1574.82,1383.58,1290.58,2581.15,1453.69,2279.7
2008,BLZ,300.45,311.99,527.08,442.33,1658.49,1399.76,1368.63,2737.25,1500.62,2353.3
2009,BLZ,296.29,316.7,503.65,516.22,1657.34,1417.54,1335.22,2670.44,1510.69,2369.09
2010,BLZ,321.24,341.66,526.33,495.38,1660.07,1429.01,1396.73,2793.46,1561.8,2449.25
2011,BLZ,340.38,326.82,584.9,481.46,1732,1299.5,1486.6,2973.19,1558.84,2444.6
2012,BLZ,408.92,347.43,544.15,452.48,1807.02,1342.44,1563.83,3127.66,1596.46,2503.6
2013,BLZ,433.13,368.44,537.34,420.6,1869.18,1355.71,1608.44,3216.88,1617.25,2536.2
2014,BLZ,457.62,377.36,540.46,411.56,1848.34,1411.57,1662.8,3325.6,1676.04,2628.4
2015,BLZ,443.22,330.19,488.21,399.05,1960.85,1509.48,1723.8,3447.6,1723.8,2703.3
2016,BLZ,369.96,258.68,499.66,404.94,2079.95,1621.71,1775.1,3550.2,1725.27,2705.6
2017,BLZ,411.56,283.93,497.54,410.6,2146.38,1682.48,1836.6,3673.2,1757.53,2756.2
2018,BLZ,357.9,272.98,447.41,405.09,2294.47,1748.78,1871.2,3742.4,1794.07,2813.5
2019,BLZ,359.57,271,399.92,357.8,2386.07,1804.68,1898.84,3797.67,1798.98,2821.2
2020,BLZ,368.25,273.17,422.57,372.11,2280.43,1693.3,1853.98,3707.96,1728.82,2711.17
2021,BLZ,379.37,275.9,436.22,376.59,2348.43,1709.47,1909.97,3819.93,1746.11,2738.28
2022,BLZ,394.7,281.42,450.23,381.07,2430.77,1734.9,1977.39,3954.78,1772.3,2779.36
1980,BOL,0.02,2104.4,0.03,5673.27,0.05,7140.04,4537.48,0.11,11833.38,15261.23
1981,BOL,0.03,2033.16,0.04,5484.73,0.06,7361.76,5891.6,0.14,11865.99,15303.29
1982,BOL,0.06,2147.17,0.11,4978.18,0.16,7063.21,5594.13,0.36,11398.62,14700.53
1983,BOL,0.24,1842.18,0.42,4920.65,0.53,6765.06,5422.66,1.26,10937.87,14106.32
1984,BOL,4.17,2095.43,6.1,4711.12,8.36,6655.79,6169.48,19.35,10915.92,14078.01
1985,BOL,449.94,2236.44,762.47,4366.59,1027.48,6660.84,5377.28,2366.16,10732.93,13842.01
1986,BOL,1288.58,2165.76,2469.79,3951.08,3369.02,6413.74,3959.38,7609.77,10456.68,13485.74
1987,BOL,1455.96,2210.71,2711.77,4093.42,4124.92,6526.29,4347.96,8934.4,10714.27,13817.95
1988,BOL,1700.29,2301.69,3366.37,4257.61,4983.61,6659.67,4597.61,10805.5,11026.01,14219.99
1989,BOL,1937.49,2266.55,3993.62,4597.98,5893.07,6907.03,4715.97,12693.91,11443.91,14758.94
1990,BOL,2371.08,2371.08,4923.97,4923.97,6868.37,6868.37,4867.58,15443.14,11974.42,15443.14
1991,BOL,2973.53,2604.86,5855.63,5131.46,8571.33,7150.36,5343.26,19132.13,12605.06,16256.45
1992,BOL,3170.94,2494.54,6639.62,5223.75,9974.62,7406.73,5643.87,22014.01,12812.6,16524.12
1993,BOL,3582.74,2597.91,7002.22,5507.14,11355.89,7683.37,5734.7,24458.97,13359.61,17229.58
1994,BOL,4212.96,2771.25,7775.03,5764.72,12627.69,7996.66,5981.22,27636.34,13983.14,18033.73
1995,BOL,4789.91,2810.15,9394.19,6167.54,14186.05,8274.7,6715.16,32235.07,14637.31,18877.4
1996,BOL,5324.45,2998.55,10493.33,6356.29,16693.14,8665,7396.95,37536.65,15275.69,19700.7
1997,BOL,6212.54,3135.13,11008.6,6592.37,18813.11,9170.91,7925.74,41643.87,16032.48,20676.72
1998,BOL,5911.52,2996.27,12236.26,7059.17,22148.92,9691.42,8497.49,46822.33,16838.81,21716.62
1999,BOL,6384.54,3071.39,12108.34,6920.72,23772.33,10053.17,8285.06,48156.18,16910.69,21809.33
2000,BOL,6732.95,3178.13,13365.89,7089.12,24764.63,10264.84,8397.86,51928.49,17334.78,22356.27
2001,BOL,7130.26,3288.12,13673.86,7103.82,26058.11,10467.65,8141.52,53790.33,17626.67,22732.7
2002,BOL,7343.26,3302.83,14439.01,7294.13,27505.38,10668.84,7905.49,56682.33,18064.79,23297.74
2003,BOL,8312.06,3590.6,15845.37,7359.42,29753.96,10888.95,8082.4,61904.45,18554.59,23929.42
2004,BOL,9275.86,3599.5,18687.4,7823.28,32368.87,11206.28,8773.16,69626.11,19328.92,24928.06
2005,BOL,9083.2,3778.85,20233.56,8329.81,33857.51,11425.43,9549.12,77023.82,20183.54,26030.24
2006,BOL,10034.96,3939.81,25370.33,8907.42,36912.96,11786.9,11451.85,91747.8,21151.74,27278.91
2007,BOL,10312.41,3919.88,29141.08,9530.76,40628,12263.25,13120.11,103009.18,22117.19,28524.03
2008,BOL,12603.33,4022.39,35890.27,10539.1,45076.46,12712.24,16674.28,120693.76,23477.07,30277.83
2009,BOL,13575.46,4170.49,35579.13,10844.34,49009.6,13333.92,17339.99,121726.75,24265.19,31294.25
2010,BOL,14325.14,4121.36,41561.13,11261.1,55566.21,14002.96,19649.72,137875.57,25266.55,32585.68
2011,BOL,16240.14,4247.3,50483.04,11809.1,63048.53,14625.04,23963.16,166231.56,26581.44,34281.47
2012,BOL,18363.84,4423.54,54900.13,12423.64,68915.69,15181.26,27084.5,187153.88,27943.02,36037.46
2013,BOL,21115.65,4630.79,60417.51,13359.15,77428.66,16060.1,30659.34,211856.03,29842.03,38486.57
2014,BOL,22208.06,4807.69,62987.18,14058.69,85811.13,16884.14,32996.22,228003.85,31471.59,40588.18
2015,BOL,23349.27,5053.66,57469.46,14427.2,95572.51,17863.65,33000.25,228031.67,33000.25,42559.65
2016,BOL,26201.76,5212.01,59398.76,15005.5,106202.48,18723.74,33941.18,234533.43,34407.35,44374.35
2017,BOL,30037.68,5608.03,68346.44,15342.88,114867.18,19615.26,37508.22,259181.89,35850.38,46235.4
2018,BOL,31964.18,5995.63,73066.87,15692.25,124639.19,20631.7,40287.25,278385.37,37364.68,48188.36
2019,BOL,34424.31,6409.33,71270.16,15739.21,131025.35,21309.43,41301.84,285396.2,38359.67,49471.58
2020,BOL,35608.04,6629.73,60185.17,15079.27,125674.66,20270.42,38704.87,267451.09,37054.57,47788.42
2021,BOL,38148.89,6990.29,69909.69,15671.21,129439.36,20878.35,41540.35,287044.33,38431.94,49564.78
2022,BOL,40688.89,7337.62,75623.31,16248.24,136083.92,21416.85,44158.94,305138.81,39723.19,51230.08
1980,BRA,0,79257.99,0,624753.9,0,1231620.11,142394.82,0,3353961.51,2222148
1981,BRA,0,85574.85,0,569525.7,0,1201076.45,164097.74,0,3206609.84,2124521
1982,BRA,0,85386.58,0,569297.8,0,1226418.62,174757.28,0,3225216.9,2136849
1983,BRA,0,84993.81,0,535595.4,0,1219918.79,203414.63,0,3115243.88,2063987
1984,BRA,0,87229.14,0,569391.5,0,1285184.36,190807.8,0,3279389.89,2172741
1985,BRA,0,95585.69,0,616480.2,0,1374376.11,208474.58,0,3539965.68,2345384
1986,BRA,0,87919.72,0,688361.8,0,1485700.48,253996.1,0,3822748.29,2532740
1987,BRA,0,101081.3,0,695176.5,0,1532351.2,279183.67,0,3960352.68,2623909
1988,BRA,0,101930.4,0.01,677101.9,0.02,1568054.7,315158.65,0.03,3956286.53,2621215
1989,BRA,0.04,104835.4,0.17,696467.1,0.28,1623565.5,404182.52,0.42,4086031.83,2707177
1990,BRA,0.8,100935.5,3.74,639496.1,7.17,1611225.4,441280.47,11.3,916125.94,606974
1991,BRA,4.1,102318.3,18.65,641172.8,37.44,1616573.9,572528.74,58.97,929978.6,616152
1992,BRA,43.41,107881.7,213.02,615456,449.34,1628927.3,382067.03,626.97,925636.25,613275
1993,BRA,950.87,108946.1,5119.83,665046.1,10602.76,1680412.8,428737.68,13789.49,968818.27,641885
1994,BRA,30309.35,117052.8,120438.8,718586.9,203755.75,1748039.3,558112,356801,1020499.34,676126
1995,BRA,35381.94,123767.2,165071.1,752487.3,410332.36,1803357.5,785671.71,720985,1065574.07,705990
1996,BRA,40759,36426,190955,166680,515583,419766.4,850425.83,854763,1089113.54,721585.94
1997,BRA,44605,36723,215117,173973,577021,430404.3,883206,952089,1126087.27,746082.67
1998,BRA,47613,37974,221709,170337,612621,436522.4,863710.74,1002351,1129894.54,748605.16
1999,BRA,50534,40453,236542,165893,654842,444468.5,599377.98,1087711,1135181.75,752108.17
2000,BRA,56963,41554,275870,173213,698493,461566.1,655421.15,1199093,1184992.95,785110.29
2001,BRA,63169,43715,297881,172100,759372,471091.5,559372.5,1315756,1201463.12,796022.51
2002,BRA,81515,47222,334908,178646,853791,485800.6,507962.74,1488788,1238149.34,820328.76
2003,BRA,105950,51143,396568,178830,968199,490616.4,558320.12,1717951,1252274.51,829687.31
2004,BRA,110912,52165,475863,193522,1075207,515194.1,669316.24,1957750,1324405.07,877477
2005,BRA,100958,52749,524687,197381,1217172,534053.5,891633.63,2170584,1366814.27,905574.97
2006,BRA,105294,55195,567282,201342,1376714,557184.6,1107625.05,2409450,1420967.29,941453.75
2007,BRA,120152,56989,629072,213839,1570304,589649.1,1397113.08,2720263,1507218.17,998598.77
2008,BRA,142052,60277,717907,222605,1766519,618093.8,1695852.26,3109803,1583998.81,1049469.34
2009,BRA,149212,58029,729222,212137,1971329,630868.8,1666994.59,3333039,1582005.95,1048148.99
2010,BRA,159932,61916,904158,233782,2238750,667482.2,2208833.98,3885847,1701102.93,1127056.01
2011,BRA,190025,65408,1011034,243401,2519402,690562.5,2616139.62,4376383,1768711.95,1171849.98
2012,BRA,200696,63391,1065682,241641,2827882,710609,2465213.92,4814760,1802692.01,1194363.27
2013,BRA,240290,68691,1131626,246875,3181844,730178,2472795.45,5331619,1856859.72,1230251.78
2014,BRA,249975,70608.02,1183094,243151.7,3539665,737373.28,2455586.62,5778953,1866217.47,1236451.7
2015,BRA,258967,72948.21,1160787,229142.5,3735847,717215.29,1800045.81,5995787,1800045.81,1192610.05
2016,BRA,306655,69137.24,1150720,218679.2,3962447,701283.16,1796622.33,6269328,1741077.81,1153541.14
2017,BRA,302971,78921.76,1196931,217584.2,4169864,706653.04,2062842.03,6583319,1764109.99,1168800.98
2018,BRA,304400.8,80000.51,1248949,218753.9,4341150.2,717093.59,1885469.61,6889176,1787347.27,1184196.71
2019,BRA,322234.15,81040.52,1301635.95,219847.67,4594127.25,726531.73,1849558.76,7295251.6,1807129.82,1197303.52
2020,BRA,333079.39,78467.33,1255801.58,211236.32,4555083,686725.51,1481970.77,7183631.01,1717468.63,1137899.01
2021,BRA,358882.01,79254.41,1291360.7,213850.18,4810580.45,697767.24,1762826.06,7559791.43,1742838.76,1154707.85
2022,BRA,384602.39,80445.78,1335305.76,217815.8,5116407.74,715816.44,1825324.36,7993277.91,1783601.27,1181714.82
1980,BRB,152.2,203.97,346.3,1298.63,1037.3,4136.2,865.25,1730.5,3570.3,6843
1981,BRB,128.88,168.94,379.75,1285.08,1197.58,4140.02,952.3,1904.6,3502.47,6713
1982,BRB,122,164.74,388.5,1198.4,1273.7,3946.58,995,1990,3330.82,6384
1983,BRB,135.6,171.17,440.4,1238.35,1323.2,3915.6,1056.45,2112.9,3347.51,6416
1984,BRB,139.2,187.22,493.2,1268.5,1442.2,4038.01,1151.4,2302.8,3468.03,6647
1985,BRB,138,186.23,450.4,1208.96,1592.5,4164.2,1205.1,2410.2,3506.12,6720
1986,BRB,146.4,194.63,449.8,1281.31,1701.2,4368.97,1323.05,2646.1,3685.08,7063
1987,BRB,171.6,172.9,467,1266.24,1860.4,4610.77,1456.9,2913.8,3780.56,7246
1988,BRB,172.9,162.77,512.4,1353.67,1982.3,4775.49,1549.6,3099.2,3913.08,7500
1989,BRB,150.2,148.2,539.1,1428.29,2220.4,4984.04,1713.6,3427.2,4053.95,7770
1990,BRB,139.4,158.82,757,1364.22,2873.3,4789.1,2034.75,4069.5,3919.87,7513
1991,BRB,140.5,153.38,706.9,1301.66,2865.6,4608.5,2018.45,4036.9,3766.99,7220
1992,BRB,134.5,138.56,596.9,1135.85,2799.3,4374.26,1950.9,3901.8,3552.56,6809
1993,BRB,133.6,132.14,606.4,1151.67,2930.2,4450.58,2057.75,4115.5,3580.73,6863
1994,BRB,105.6,131.89,621.2,1165.24,3112.7,4665.17,2163.45,4326.9,3652.73,7001
1995,BRB,142.8,131.4,666.4,1238.35,3217.3,4719.58,2274.75,4549.5,3726.3,7142
1996,BRB,158.5,154.62,709.2,1306.94,3462.2,4832.17,2425.5,4851,3874.47,7426
1997,BRB,134.3,153.63,806.1,1405.68,3615.5,5049.78,2563.7,5127.4,4058.13,7778
1998,BRB,113,133.13,884.6,1369.5,3991.1,5407.95,2890.7,5781.4,4209.43,8068
1999,BRB,138.6,145.73,908,1407.18,4191,5355.05,3029.1,6058.2,4223.52,8095
2000,BRB,122.1,151.16,936.6,1400.4,4360.6,5666.37,3121.5,6243,4411.35,8455
2001,BRB,129.4,136.83,897.5,1391.36,4368,5540.93,3116.65,6233.3,4307,8255
2002,BRB,117.4,131.15,895.9,1455.42,4578.5,5552.27,3169.6,6339.2,4340.91,8320
2003,BRB,127,125.97,1008.1,1447.88,4605.1,5736.64,3274.85,6549.7,4435.35,8501
2004,BRB,113.2,116.83,1039.4,1487.08,5018.9,5831.85,3514.35,7028.7,4497.96,8621
2005,BRB,121.2,126.21,1141.7,1593.35,5495.1,6001.1,3897.3,7794.6,4675.87,8962
2006,BRB,362.7,119.18,1391.76,1561.78,5434.91,6638.78,4217.45,8434.9,4951.88,9491
2007,BRB,401.96,120.79,1542.42,1560.18,6158.09,6871.61,4674.01,9348.01,5060.92,9700
2008,BRB,411.5,106.38,1579.03,1661.21,6297.47,6879.15,4784.93,9569.85,5096.4,9768
2009,BRB,384.05,118.81,1473.67,1414.92,5914.7,6494.55,4465.66,8931.31,4837.61,9272
2010,BRB,389.57,117.57,1494.88,1272.96,5988.56,6451.79,4529.93,9059.86,4727,9060
2011,BRB,400.56,109,1537.04,1261.31,6018.67,6419.93,4657.7,9315.4,4695.18,8999
2012,BRB,396.47,110,1521.33,1245.31,6057.56,6415.7,4610.1,9220.19,4673.79,8958
2013,BRB,402.24,112.57,1543.49,1226.8,6113.5,6318.67,4677.25,9354.5,4608.05,8832
2014,BRB,403.89,109.72,1549.79,1220.69,6206.71,6328.78,4696.34,9392.69,4602.31,8821
2015,BRB,405.49,110.16,1555.95,1241.83,6138.34,6494.35,4715,9430.01,4715,9037
2016,BRB,415.38,109.04,1593.9,1219.39,6174.45,6723.65,4830.01,9660.01,4831.87,9261
2017,BRB,428.12,105.47,1642.79,1241.33,6249.9,6756.6,4978.15,9956.31,4854.83,9305
2018,BRB,437.46,121.05,1678.61,1212.79,6423.54,6736.79,5086.69,10173.39,4826.66,9251
2019,BRB,418.45,113.4,1656.54,1172.1,6631.61,6777.22,5166.5,10340.38,4821.92,9241.92
2020,BRB,455.63,121.11,1561.74,1083.81,6261.25,6237.1,4888.89,9777.77,4450.64,8530.3
2021,BRB,471.94,122.56,1652.81,1120.66,6802.35,6561.43,5236.78,10473.56,4667.54,8946.03
