year,Country_Code,agri_val_lcu,agri_vol_lcu,manu_val_lcu,manu_vol_lcu,serv_val_lcu,serv_vol_lcu,gdp_val_usd,gdp_val_lcu,gdp_vol_usd15,gdp_vol_lcu
2010,AZE,2354.5,1291.2,25476.8,18518,11982,5522.1,52906,42465,47984.74,26776.9
2011,AZE,2643.8,1365.8,32152.3,17501.4,14433.4,5911.8,65952.46,52082,47229.94,26355.7
2012,AZE,2813.7,1456.1,32582,17353.1,16161.6,6433.5,69679.5,54743.7,48270.39,26936.3
2013,AZE,3122.2,1527.3,33195.4,18150.9,18323,6988,74160.65,58182,51090.67,28510.1
2014,AZE,2936.12,1487.85,32567.79,18188,25533.73,7693.11,75240.46,59014.1,52519.82,29307.61
2015,AZE,3335.95,1585.8,26094.81,17765.35,32748.98,8251.1,53071.68,54380,53071.68,29615.56
2016,AZE,3511.82,1627.1,28773.6,17028.02,26571.64,8209.24,37561.03,59922.67,51445.45,28708.08
2017,AZE,3813.01,1695.44,34601.04,16353.98,20333.56,8799.39,40186.23,69109.35,51496.9,28736.79
2018,AZE,4171.88,1773.43,41676.77,16274.96,14516.34,9201.26,47047.32,79831.79,52269.35,29167.84
2019,AZE,4566.73,1902.89,39322.72,16399.68,21251.44,9536.99,48384.86,82254.26,53419.28,29809.53
2020,AZE,4850.65,2007.55,24894.65,16231.95,40320.25,9546.92,41057.47,69797.69,53312.44,29749.91
2021,AZE,5125.99,2115.96,30031.83,16343.94,42602.92,9937.82,44342.56,75382.35,54485.31,30404.41
2022,AZE,5407.53,2230.22,31794.41,16356.27,47239.37,10492.78,47875.39,81388.16,55792.96,31134.12
1980,BDI,47655.4,464788,9660.5,232972.9,19239.1,311123.1,919.73,82775.4,1542.83,855965.8
1981,BDI,50708.6,530357.1,11090.1,255280.2,20897.3,353856.7,969.05,87214.2,1730.49,960079.2
1982,BDI,47977.5,490118.8,13035.5,278885,23371.1,347234.2,1013.22,91190,1712.25,949963.8
1983,BDI,53834.1,511643.9,14576.5,287940.6,25629.1,361030.5,1082.95,100658,1775.87,985258.1
1984,BDI,64592.1,493147.1,14867,292377.9,27959.9,371387,987.15,118171,1778.63,986790.6
1985,BDI,77656.3,557890.1,16407.7,319592.9,32130,420765,1149.97,138791,1988.21,1103066
1986,BDI,72057.4,580922.1,16640.9,323822.8,34424.7,437404.1,1201.71,137201,2052.83,1138918
1987,BDI,70679.8,611117.7,21965.1,347820.7,35604.1,445827.6,1131.43,139804,2165.8,1201593
1988,BDI,73270.4,620814.2,22513,349752.4,39289.6,459304.4,1082.4,151964,2274.76,1262046
1989,BDI,83285,607324.7,30511,352267.7,41359,468828.6,1113.93,176743,2305.46,1279077
1990,BDI,98988,641129.9,33593,378645.8,44567,516657.3,1132.1,193878,2386.15,1323842
1991,BDI,102978,654784.3,37156,413782.9,49475,516283.8,1167.4,211898,2505.38,1389993
1992,BDI,108298.2,675344.5,42832.43,449244,51169.37,501712.5,1083.04,225600,2530.68,1404032
1993,BDI,107500,645764.4,45861.26,386260,50938.74,506875.6,938.71,227900,2372.77,1316420
1994,BDI,95200,582931.5,45746,314917.8,62568,524061.7,925.03,233721,2281.89,1266001
1995,BDI,105000,543467.1,41979,262672.9,71114,517327,1000.43,249865,2101.17,1165734
1996,BDI,140445.2,551673.4,31000,272864.6,73995.7,440090,869.04,263100,1933.07,1072475
1997,BDI,145422.2,570044.2,47616.4,269997.2,111657.1,563032.6,972.89,342800,1902.34,1055423
1998,BDI,178243.9,581046,58794.52,265704.3,134059.88,554080.7,893.77,400200,1992.7,1105555
1999,BDI,216931.2,575003.1,73408.71,277900.1,162638.79,579512.8,808.07,455400,1972.57,1094389
2000,BDI,276698.1,545225.7,97484.89,260586.5,201555.91,543408.8,870.48,627333.2,1955.67,1085012
2001,BDI,319198.5,526453.9,113380.1,244351.6,254806.1,509553.5,876.79,728046.5,1995.87,1107318
2002,BDI,332904.1,548746.1,121411.9,229128.1,272769.2,477807.8,825.39,768235.3,2084.62,1156555
2003,BDI,363929.2,529464.1,133723.1,214853.1,287350.8,448038.8,784.65,849482.6,2059.11,1142402
2004,BDI,422217.3,528196.9,164473.3,201467.4,342387.3,420125.7,915.27,1007616,2158.64,1197621
2005,BDI,493545,493545,204592,204592,410980,410980,1117.11,1208244,2177.79,1208244
2006,BDI,532313,509285,200615,215575,467664,441710,1273.37,1309900,2295.69,1273656
2007,BDI,512565,461723,251721,233547,585702,515807,1356.2,1467231,2374.94,1317621.95
2008,BDI,726325,470792,294606,244862,732376,549869,1611.84,1911139,2490.4,1381680.99
2009,BDI,804752,465251,370793,266999,829255,579369,1781.46,2191509,2585.35,1434360.97
2010,BDI,961166,472768,384815,270642,924165,612833,2032.14,2501047,2717.83,1507859.92
2011,BDI,1034898,466347,417564,275664,1071258,655601,2235.82,2819534,2827.43,1568665.88
2012,BDI,1192188,476300,530150,290200,1307622,701250,2333.34,3365858,2953.15,1638419.85
2013,BDI,1462746,516385,594166,297269,1373396,721083,2451.61,3812471,3098.57,1719098.75
2014,BDI,1463000,497900,648600,315700,1637499,784400,2705.78,4184999,3229.97,1791999.71
2015,BDI,1497161,482963,574105,264872.3,2408930,787427.7,3104,4879178,3104,1722111.72
2016,BDI,1544758,472337.8,597806.9,261429,2334599.1,793140.2,2959.64,4897101,3085.38,1711779.04
2017,BDI,1565803,473754.8,602980.7,263259,2705987.3,797527.2,3172.29,5485068,3100.81,1720337.95
2018,BDI,1570845,487967.4,601398.6,269577.3,2659323.4,803450.3,3036.94,5414485,3150.73,1748034.28
2019,BDI,1606584.71,503094.34,609115.75,275238.42,2665521.14,811422.81,3012.33,5559586.34,3208.78,1780241.41
2020,BDI,1739208.28,518690.27,651083.63,280192.63,2821910.22,817833.28,3189.61,6067186.79,3263.22,1810446.03
2021,BDI,1893580.77,535288.46,700631.09,285796.48,3032033.98,833079.88,3335.29,6538734.07,3339.09,1852537.29
2022,BDI,2071426.28,552417.8,757522.34,291512.41,3285542.77,852025.66,3550.39,7173459.93,3423.64,1899445.35
1980,BEN,105200,272081.9,36464.4,279295.6,155236.6,319097.9,1405.25,296901,1673.77,992643
1981,BEN,114600,252534,45294.6,332638.4,190943.4,395745.9,1291.12,350838,1840.38,1091453
1982,BEN,135400,257321.1,63000,447019.1,218200,354034.8,1267.78,416600,1881.51,1115847
1983,BEN,138400,257321.1,64100.01,429552.5,214899.99,323966.4,1095.35,417400,1799.7,1067332
1984,BEN,153000,306419.6,78400,465779.9,227900,313409.5,1051.13,459300,1942.42,1151970
1985,BEN,148201,334986.1,78468,508476.4,243131,326594.5,1045.71,469800,2088.69,1238717
1986,BEN,155796,352170.6,56023,399794.4,250881,379298,1336.1,462700,2134.04,1265611
1987,BEN,156270,325389.6,58064,399147.5,255228,397401.9,1562.41,469562,2102.03,1246627
1988,BEN,165914,371586.8,64641,423083.4,252032.4,362860.8,1620.24,482587,2173.61,1289078
1989,BEN,181427,400721.2,61190,456102,236627.4,281988.8,1502.29,479244,2111.57,1252285
1990,BEN,184929,410843.9,66454.94,493500.6,282245.66,340718.5,1959.97,533630,2301.1,1364692
1991,BEN,196381,444090.3,67149.2,515890.4,296857.6,334887.3,1986.44,560388,2398.34,1422361
1992,BEN,201756.2,447061,75655.42,562590.9,317004.78,342090.1,2245.69,594416,2469.28,1464431
1993,BEN,219753.1,492334.5,78686.65,552500,345629.95,359234.5,2274.56,644070,2613.39,1549897
1994,BEN,286531.5,508496.6,118343.2,579207.4,482384.6,351367,1598.08,887259,2666.19,1581212
1995,BEN,358355.2,537820.9,145034.2,601919.2,579576.6,380280.9,2169.63,1082966,2827.37,1676799
1996,BEN,431261.1,567958,160242.7,648244.6,616331.2,378489.4,2361.12,1207835,2949.63,1749309
1997,BEN,473730.6,602507,179005.8,670987.9,671201.6,404732.1,2268.3,1323938,3118.79,1849626
1998,BEN,529771.2,634120.2,182011.1,669728.8,736603.7,424691,2455.09,1448386,3242.32,1922890
1999,BEN,383900,672058.2,467000,681447.3,597800,453994.5,3676.05,2263338,5856.89,3473487.56
2000,BEN,418700,708644.3,516200,728661,687700,505094.7,3511.25,2499926,6199.97,3676954.86
2001,BEN,450900,751844,584000,778015.3,744400,525140.7,3663.02,2685133,6530.63,3873051.96
2002,BEN,508200,789696.5,617400,784556.3,764600,526347.2,4174.63,2909671,6833.85,4052879.39
2003,BEN,517700,808271,657400,781702.1,847600,579026.9,5337.27,3102021,7069.18,4192443.36
2004,BEN,591300,877925.2,650100,793475.8,887700,597599,6179.18,3264365,7382.32,4378155.08
2005,BEN,626200,875955.2,700500,832007.8,948300,625037,6565.04,3462851,7508.79,4453159.62
2006,BEN,678600,932241.5,711100,844376.2,1011800,634182.3,7027.86,3674800,7804.92,4628781.37
2007,BEN,694500,977270.5,693500,824753.3,1166500,752476.2,8158.26,3909982,8272.14,4905875.51
2008,BEN,765600,996830,703100,758630.4,1394500,915339.6,9748.28,4365330,8677.2,5146095.97
2009,BEN,796500,1044110,739300,760533.2,1474500,924156.8,9699.59,4580012,8878.45,5265449.32
2010,BEN,784900,1023847,764200,785388.8,1542000,976664.2,9526.05,4718034,9066.14,5376763.56
2011,BEN,842300,1044533,796400,771355.5,1698500,1074711.5,10679.33,5039213,9334.84,5536117.85
2012,BEN,928300,1076897,839100,790502.6,1982600,1142100.4,11142,5688291,9783.96,5802472.81
2013,BEN,965700,1128258,942900,859360.9,2149300,1219381.1,12514.29,6182559,10487.57,6219753.63
2014,BEN,1030200,1189048,996700,919418.6,2278900,1304533.4,13266.86,6559333,11154.33,6615185.53
2015,BEN,1103000,1103000,1012300,1012300,2312600,1395050,11352.67,6716916,11352.67,6732814
2016,BEN,1181532,1221472,1023467,1038371,2419274,1432827,11746.75,6966733,11731.82,6957668
2017,BEN,1238920,1310776,1159409,1146943,2484372.97,1455865.98,12621.09,7332471.98,12397.19,7352276.43
2018,BEN,1302336,1406447,1235701,1217649,2656974.96,1553307.96,14022.79,7777749.94,13227.46,7844677.02
2019,BEN,1391913.17,1507707.95,1305913.65,1293422.69,2811599.87,1642431.09,14012.52,8198838.7,14070.23,8344489.63
2020,BEN,1469750.66,1560141.06,1377029.28,1357992.94,2945885.8,1707613.76,14804.48,8569131.05,14647.11,8686613.7
2021,BEN,1600233.42,1655600.31,1490584.38,1450482.58,3195842.16,1815712.72,15887.32,9144908.1,15584.53,9242556.98
2022,BEN,1764753.28,1766488.12,1620200.72,1544296.16,3477270.91,1940771.63,17355.65,9933254.05,16628.69,9861808.3
1980,BFA,115918.6,235330.9,80729.36,167651.3,197499.04,356404.4,1928.72,407499.1,1321.43,796897.9
1981,BFA,143819.8,254330.6,90555.06,165416.3,233788.34,375401.5,1775.84,482552.2,1377.66,830808.33
1982,BFA,158655.2,261423.9,108643,178478.2,291060.9,432864.1,1754.45,576523.3,1509.39,910251.85
1983,BFA,168398.5,262182.3,124141.3,179875.8,304070.2,446984.5,1600.28,609811.8,1514.62,913401.18
1984,BFA,181795.3,259396.5,127364.8,183020.5,315309.7,436806.9,1459.88,637904.4,1487.68,897154.55
1985,BFA,236474,278077.6,134122,193157.9,301422.7,476457.2,1552.49,697477.7,1614.39,973568.48
1986,BFA,207045,312983.9,146181,212680.2,317553.9,501704.9,2036.3,705183.9,1742.82,1051019.38
1987,BFA,198114,281197.2,160591,230481.5,327245,512536.3,2369.83,712222.1,1738.7,1048535.43
1988,BFA,222431,331631.4,167621,228290.2,353080,525205.4,2616.04,779183,1839.47,1109304.28
1989,BFA,230524,327100.8,184620,227050.6,382579.2,553830.6,2615.59,834394.2,1879.02,1133157.29
1990,BFA,236003,305745.8,171992,244372.6,401860,553161.6,3101.3,844375,1867.69,1126325.16
1991,BFA,263497,368780.7,170299,244680.4,410004,581987.9,3135.05,884418,2037.09,1228482.67
1992,BFA,255972,378218.5,180005,254866.2,412317,567396.3,3356.69,888489,2041.83,1231341.49
1993,BFA,273890,415340.8,179867,268308.2,419270,565387,3199.54,905989,2112.51,1273962.95
1994,BFA,346700.9,417525.3,214781.8,256065.3,414529.4,537431.4,1895.29,1052274,2140.28,1290715.66
1995,BFA,394531.7,444094.2,236892,256573.2,469544.3,578409.6,2379.52,1187733,2262.63,1364497.79
1996,BFA,481353.3,499761.9,244680.9,254341,495850.8,658555.1,2586.55,1323156,2511.85,1514793.73
1997,BFA,482002.1,480270.1,281194.1,306222.5,547640.8,709906.4,2447.67,1428629,2670.52,1610480.75
1998,BFA,605038.1,559766.2,295472.4,319525.6,628601.5,730433.2,2804.9,1654757,2865.68,1728170.16
1999,BFA,568533.93,1023522.55,468654.57,628089.65,916906.4,1102204.08,3195,2086187.98,4914.68,2963836.49
2000,BFA,525227.78,970468.76,461070.52,608674.31,1006501.67,1231613.89,2990.51,2108160.11,5007.49,3019807.77
2001,BFA,629028.27,1049359.7,482253.33,639462.83,1084033.37,1317418.12,3178.77,2336620.42,5338.66,3219519.91
2002,BFA,662705.91,1040062.54,518501.38,678124.35,1170989.23,1422956.01,3900.78,2512872.15,5571.05,3359664.45
2003,BFA,713708.59,1136404.62,621999.31,772202.78,1234770.48,1477617.52,5148.98,2749159.24,6005.73,3621802.06
2004,BFA,672188.93,1077621,651424.72,815211.25,1336177.53,1618119.55,5876.19,2874882.7,6274.69,3784002.74
2005,BFA,867569.49,1209208.95,653517.38,856316.58,1443722.47,1758171.74,5857.43,3240716.11,6818.2,4111768.26
2006,BFA,862967.19,1229116.01,701342.46,901365.49,1612392.16,1946406.98,6889.91,3420539.89,7244.55,4368883.9
2007,BFA,797125.58,1165913.31,822997.99,1025672.35,1758496.44,2045992.94,8107.36,3649928.07,7542.4,4548505.27
2008,BFA,1151389.95,1354009.29,866164.97,1003647.17,1899742.4,2090186.7,8642.93,4215340.62,7979.86,4812318.2
2009,BFA,1031362.77,1214164.62,1020297.2,1118135.08,2039615.25,2220806.45,9901.8,4444600.58,8216.22,4954856.7
2010,BFA,1207696.1,1391029.26,1303346.09,1252501.74,2106955.25,2273695.19,10081.38,5002181.84,8910.19,5373357.85
2011,BFA,1311834.21,1359606.97,1615183.13,1409306.42,2309157.37,2440209.03,11437.64,5692822.88,9500.27,5729211.84
2012,BFA,1523497.76,1475419.67,1723041.89,1384977.24,2585688.69,2629571.47,12826.44,6413105.9,10113.29,6098899.11
2013,BFA,1569800.47,1567012.98,1599990.42,1449375.13,2759568.84,2770106.88,13871.91,6640134.95,10699.11,6452183.01
2014,BFA,1631189.82,1636014.46,1716265.75,1599972.75,2925617.96,2916555.04,12942.11,6884466.39,11162.05,6731359.01
2015,BFA,1583254,1583254,1703415,1703415,3083660,3083660,11599.73,6995311,11599.73,6995311
2016,BFA,1651144.65,1648778.93,1893273.96,1787667.67,3330702.86,3292839.72,12213.08,7598719.69,12290.93,7412140.41
2017,BFA,1755427.02,1629914.01,2046340.71,1953401.01,3577488.1,3514811.6,14846.49,8227851.17,13047.56,7868431.09
2018,BFA,1917387.99,1791066.08,2166375.4,2023649.62,4011263.1,3746991.9,15615.99,8997919.26,13937.49,8405115.74
2019,BFA,2041778.32,1872636.25,2248907.47,2062606.7,4422222.95,4055881.92,15177.76,9225643.75,14730.34,8883249.15
2020,BFA,2085299.88,1872298.05,2298777.93,2063970.5,4692681.93,4218228.78,16072.87,9664732.93,15024.35,9060552.59
2021,BFA,2208144.9,1938968.34,2498092.35,2193570.71,5111462.55,4495251.01,17404.22,10407257.16,15896.37,9586433.4
2022,BFA,2340394.86,2008107.1,2712870.38,2327698.79,5553761.99,4773594.32,18873.39,11221569.46,16783.72,10121555.78
1980,BGD,92161.94,411092.18,56483,219248.01,125102,857166.12,20006.75,310104.7,35655.16,1507587
1981,BGD,105721.18,424674.19,65534,230230.71,151184,886703.04,22419.46,365437.2,38234.43,1616645
1982,BGD,116726.98,429021.74,74409,238006.85,171312,915922.69,20507.02,410140.3,39050.47,1651149
1983,BGD,129893.8,445709.58,87325,247286.9,191550,952187.18,19412.68,462021.8,40566.04,1715231
1984,BGD,164131.82,467572.08,101371,271097.12,197001,991833.71,21050.04,524145.9,42514.55,1797619
1985,BGD,191187.86,468462.48,117711,287873.79,257283,1026830.3,24434.13,635287.5,43935.4,1857696
1986,BGD,211442.1,484039.01,133120,307761.43,294501,1068145.42,23976.76,716905.1,45768.98,1935224
1987,BGD,246037.24,484499,147641,334311.68,342662,1108373.6,26973.77,825397.4,47495.58,2008229
1988,BGD,259718.98,482386.37,165324,344752.32,384685,1142543.64,29154.21,909611.3,48643.2,2056753
1989,BGD,282356.88,481532.42,182808,357781.02,435905,1180291.02,30449.88,1010936,50022.99,2115094
1990,BGD,316967.88,525889.61,209431,383890.19,485494,1217484.57,34212.16,1139265,52835.41,2234010
1991,BGD,350088.82,537086.61,233409,401974.87,490229,1258735.43,35177.59,1255840,54676.86,2311871
1992,BGD,364814,549565.02,259621,430069.71,530575,1311618.95,36101.99,1361045,57652.75,2437699
1993,BGD,342522.93,562694.55,287525.49,464880.36,577259,1362469.18,37949.58,1434494,60369.08,2552552
1994,BGD,361896.73,566841.65,317812.64,502673.59,626739,1417658.63,38569.65,1546643,62717.52,2651850
1995,BGD,416440.21,564730.17,359649.52,553616.38,688290,1482780.9,43321.09,1741508,65929.45,2787658
1996,BGD,441903,581489,411850,590912,952026,1539228,46438.48,1899334,68911.4,2913742
1997,BGD,478878,607764,450378,621790,1028660,1602125,48244.31,2060032,72005.45,3044566
1998,BGD,512576,631682,514240,676053,1130874,1674859,49984.56,2269299,75733.19,3202184
1999,BGD,558550,656201,551585,711487,1237493,1749371,51270.57,2465089,79270.05,3351731
2000,BGD,609990,704696,598209,755996,1357723,1841815,53369.79,2685034,83466.04,3529148
2001,BGD,636523,724131,657950,812406,1473586,1940749,53991.29,2913370,87703.85,3708333
2002,BGD,646919,723270,717793,859550,1620820,2034626,54373.77,3142804,91065.65,3850478
2003,BGD,690117,752084,782820,916123,1825215,2135927,59440.31,3483202,95381.77,4032974
2004,BGD,738491,789489,873133,980703,2024017,2247275,65106.7,3832940,100379.33,4244283
2005,BGD,793121,824088,995076,1058496,2258366,2386507,69476,4270741,106940.07,4521687
2006,BGD,869847.28,869847.28,1162206.38,1162206.38,2544067,2544066.9,71795.74,4823370,114074.97,4823368
2007,BGD,979002.86,928061.78,1347039.01,1267128.37,2907562,2709052.54,79611.65,5497997,122127.1,5163832
2008,BGD,1106210.06,969767.65,1554542.56,1356252.28,3327748,2865158.52,91637.01,6286823,129471.59,5474375
2009,BGD,1205999.16,1003380.65,1783519.46,1450012.35,3759677,3010707.72,102475.16,7050718,136003.57,5750563
2010,BGD,1355910,1065108.1,1990375.6,1551980.15,4266696,3177164.61,115275.55,7975387,143581.42,6070973
2011,BGD,1539507,1112573.25,2293720.67,1691955.26,4858086,3374677.04,128607.48,9158288,152863.08,6463424
2012,BGD,1707063,1146109.22,2670717.14,1851601.37,5608576,3596597.71,133310.74,10552040,162831.94,6884932
2013,BGD,1857525,1174359.53,3154015.6,2030083.87,6401073,3794919.73,149998.96,11989232,172624,7298964
2014,BGD,2062758,1225701,3535348,2195739,7206899,4008359.58,172931.07,13436744,183086.9,7741361
2015,BGD,2240810,1266497,4067109,2407999,8240554.95,4240887,195083.94,15158022,195083.94,8248625
2016,BGD,2433902,1301785,4738710,2675136,9462025.45,4505811,221310.82,17328637,208961.16,8835388
2017,BGD,2650253,1340511,5483065,2948658,10823685.88,4807282,249787.04,19758155,224182.31,9478975
2018,BGD,2942348,1396615,6422190,3304283,12239890.22,5114389,274106.95,22504180.3,241811.37,10224374.89
2019,BGD,3223940.5,1451369.01,7538139.51,3722924.11,13795315.96,5461218.34,302983.43,25459697.64,261522.87,11057825.29
2020,BGD,3674995.21,1502168.52,8493111.99,3797382.59,14048393,5654021.67,310616.35,27312762.65,269245.81,11384369.87
2021,BGD,4138451.31,1549262.26,9801005.93,3930290.98,14301873.06,5792495.99,321778.12,29501988.36,276974.79,11711170.09
2022,BGD,4660365.82,1597832.4,11594417.39,4170038.73,14462371.6,5944208.75,336409.59,32160043.25,287793.31,12168603.3
1980,BGR,3.72,8729.6,13.87,39367.17,7.86,14593.36,,37.8,29790.52,52562.39
1981,BGR,4.62,9119.83,14.45,41519.65,8.07,16165.68,,40.6,31250.3,55138.03
1982,BGR,4.98,9648.12,16.8,45400.31,7.25,13313.15,,42,31979.86,56425.27
1983,BGR,4.32,8071.94,17.98,48868.51,7.48,16596.48,,43.5,33076.87,58360.83
1984,BGR,5.01,9014.8,18.99,51864.8,7.62,14451.57,,46.4,34200.31,60343.02
1985,BGR,3.87,7156.16,20.38,54506.82,8.19,18683.97,,47.8,35118.05,61962.29
1986,BGR,4.45,8733.79,22.03,57337.32,7.36,16023.62,,49.3,36595.68,64569.41
1987,BGR,4.31,7455.6,22.45,60418.51,10.98,21555.82,,53.8,38811.37,68478.78
1988,BGR,4.39,8025.62,23.38,66408.56,12.45,25023.42,,55.2,43059.16,75973.57
1989,BGR,4.33,7626.37,23.51,67049.54,12.96,22097.83,,58.2,41642.56,73474.13
1990,BGR,8.06,7344.26,23.27,58668.35,15.98,21078.99,,66,37845.85,66775.21
1991,BGR,20.89,7909.56,53.95,47756.04,48.44,22974.39,11084.27,197.3,34649.63,61135.81
1992,BGR,23.33,6742.31,78.42,44699.65,78.55,15792.45,12523.61,291.8,32129.78,56689.78
1993,BGR,29.69,4704.79,97.71,41928.27,135.36,16558.34,15735.51,434.3,31654.19,55850.64
1994,BGR,60.4,5150.37,157.4,44443.97,234.86,15610.66,14116.45,763.7,32229.66,56866.02
1995,BGR,116.9,5867.26,223.5,42012.66,829.6,16478.9,18983.63,1275.7,33151.5,58492.5
1996,BGR,208.3,3733.95,345.2,10889.51,1432.6,28496.52,12293.99,2187.1,34855.13,61498.4
1997,BGR,3878.5,5070.45,4065,10560.47,9252.8,26038.92,11316.01,19032.4,29908.24,52770.1
1998,BGR,3543.1,5195.82,5662.4,12061.8,14332.8,28428.1,15030.67,26460,31189.87,55031.4
1999,BGR,3238.9,5541.07,5532.3,11500.4,13296.1,24437.92,13636.95,25042.9,28607.06,50474.3
2000,BGR,3082.2,4937.69,6332.7,12746.26,15096.9,25591.34,13245.84,28124.9,29975.06,52888
2001,BGR,3277.3,4961.51,7310.1,13418.29,16466.5,26620.6,14183.5,30986.7,31119.25,54906.8
2002,BGR,3299.9,5219.64,8072.9,14061.99,18703.9,29075.78,16402.84,34068.7,32971.78,58175.4
2003,BGR,3310.8,5114.83,8756.9,15028.07,19596.3,30125.68,21144.98,36637.9,34670.43,61172.5
2004,BGR,3457.1,5299.87,9369.6,15651.17,22117,31800.71,26157.89,41201.3,36903.88,65113.2
2005,BGR,3399.3,4849.69,11278.3,16490.83,24984.1,35102.45,29869.26,47017.2,39543.81,69771.1
2006,BGR,3254.9,4825.62,13426.3,17991.62,28178.4,37964.58,34379.79,53608.4,42233.62,74517
2007,BGR,2949.1,3527.86,16590.2,20317.57,34314.8,41931.98,44402,63454.9,45002.95,79403.2
2008,BGR,4275.9,4656.63,18130.9,21449.98,38786.9,38549.07,54438.94,72790.3,47741.67,84235.4
2009,BGR,3093.4,4235.78,19257.3,20621.33,41009.1,39035.62,51999.22,73147.3,46107.18,81351.5
2010,BGR,3109.6,3898.18,17802.5,19402.82,44110.4,41721.38,50363.27,74406.7,46369.93,81815.1
