year,Country_Code,GDP_Curr_USD,GDP_Curr_LCU,LCU_USD_ex_rate
2018,OMN,79275422626.78804,30481400000.0,2.6007802340702213
2019,OMN,76983094928.47855,29600000000.0,2.6007802340702213
1960,OSS,,,
1961,OSS,,,
1962,OSS,,,
1963,OSS,,,
1964,OSS,,,
1965,OSS,,,
1966,OSS,,,
1967,OSS,,,
1968,OSS,,,
1969,OSS,,,
1970,OSS,3153481327.2786045,,
1971,OSS,3742957116.295199,,
1972,OSS,4532369668.406857,,
1973,OSS,6564906144.651501,,
1974,OSS,12101340993.120653,,
1975,OSS,13507743216.662739,,
1976,OSS,16791986410.81452,,
1977,OSS,18909658995.261784,,
1978,OSS,20862214684.670506,,
1979,OSS,27089105085.44662,,
1980,OSS,37613734527.5265,,
1981,OSS,37810527078.255714,,
1982,OSS,35763878062.78678,,
1983,OSS,33785572242.18349,,
1984,OSS,34029241950.14259,,
1985,OSS,32341543000.53785,,
1986,OSS,32751359905.14181,,
1987,OSS,38869819041.75165,,
1988,OSS,43670380808.45773,,
1989,OSS,45724084829.947044,,
1990,OSS,54720518731.74963,,
1991,OSS,56344266330.68504,,
1992,OSS,61461217092.23906,,
1993,OSS,58495845576.6201,,
1994,OSS,61119117360.34998,,
1995,OSS,69927412289.27187,,
1996,OSS,73711608597.35983,,
1997,OSS,76739500964.21461,,
1998,OSS,75152820197.79445,,
1999,OSS,80920940319.27461,,
2000,OSS,91276164873.12225,,
2001,OSS,90810520092.85252,,
2002,OSS,97988987808.22472,,
2003,OSS,121969920334.0216,,
2004,OSS,151382714018.36813,,
2005,OSS,183446654884.79547,,
2006,OSS,215317231501.7279,,
2007,OSS,263786910533.4091,,
2008,OSS,322574821460.12787,,
2009,OSS,277066453701.6562,,
2010,OSS,322154734641.10913,,
2011,OSS,396825784106.44684,,
2012,OSS,414170458854.23285,,
2013,OSS,431980718227.9382,,
2014,OSS,446493815718.74634,,
2015,OSS,370369834002.2229,,
2016,OSS,365890438052.1617,,
2017,OSS,404126868252.70135,,
2018,OSS,450095668151.36066,,
2019,OSS,438468157980.32623,,
1960,PAK,3749265014.6997066,17854000000.0,0.20999580008399835
1961,PAK,4118647627.0474596,19613000000.0,0.20999580008399835
1962,PAK,4310163796.724066,20525000000.0,0.20999580008399835
1963,PAK,4630827383.452332,22052000000.0,0.20999580008399835
1964,PAK,5204955900.881983,24786000000.0,0.20999580008399835
1965,PAK,5929231415.371693,28235000000.0,0.20999580008399832
1966,PAK,6561108777.824444,31244000000.0,0.20999580008399832
1967,PAK,7464510709.785805,35546000000.0,0.20999580008399835
1968,PAK,8041999160.0168,38296000000.0,0.20999580008399832
1969,PAK,8683116337.673246,41349000000.0,0.20999580008399832
1970,PAK,10027509449.811005,47751000000.0,0.20999580008399835
1971,PAK,10665896682.06636,50791000000.0,0.20999580008399835
1972,PAK,9415016359.56604,54673000000.0,0.17220595832615807
1973,PAK,6383429490.210915,67492000000.0,0.09458053532582994
1974,PAK,8899191919.19192,88102000000.0,0.10101010101010101
1975,PAK,11230606060.60606,111183000000.0,0.10101010101010101
1976,PAK,13168080808.080807,130364000000.0,0.101010101010101
1977,PAK,15126060606.060606,149748000000.0,0.10101010101010101
1978,PAK,17811515151.515152,176334000000.0,0.10101010101010101
1979,PAK,19688383838.38384,194915000000.0,0.10101010101010101
1980,PAK,23654444444.444443,234179000000.0,0.10101010101010101
1981,PAK,28100606060.60606,278196000000.0,0.10101010101010101
1982,PAK,30725971563.98104,324159000000.0,0.0947867298578199
1983,PAK,28691889763.77953,364387000000.0,0.07874015748031496
1984,PAK,31151825467.497772,419802000000.0,0.07420599584446423
1985,PAK,31144920844.327175,472157000000.0,0.06596306068601583
1986,PAK,31899070055.796654,514532000000.0,0.06199628022318661
1987,PAK,33351529274.686863,572479000000.0,0.058258083309059135
1988,PAK,38472742808.31672,675389000000.0,0.05696382796923953
1989,PAK,40171018229.07153,769745000000.0,0.05218743639656189
1990,PAK,40010423970.45763,855943000000.0,0.04674426214182209
1991,PAK,45625234697.70935,1020600000000.0,0.044704325590544144
1992,PAK,48884606848.12655,1211385000000.0,0.04035431084925647
1993,PAK,51809949334.239555,1341629000000.0,0.03861719546479657
1994,PAK,52293456906.26652,1573097000000.0,0.033242360074595856
1995,PAK,60636022422.61759,1865922000000.0,0.03249654724185555
1996,PAK,63320122807.12233,2120173000000.0,0.029865545314991904
1997,PAK,62433300338.09407,2428312000000.0,0.025710576045456297
1998,PAK,62191955814.3478,2677656000000.0,0.0232262679800347
1999,PAK,62973855718.88736,2938379000000.0,0.021431495296858356
2000,PAK,82017743416.28413,4243393000000.0,0.019328340178787148
2001,PAK,79484403984.88492,4627582000000.0,0.017176228100309172
2002,PAK,79904985384.86522,4920549000000.0,0.016239038648911984
2003,PAK,91760542940.0717,5374415000000.0,0.017073587160662453
2004,PAK,107759683863.12315,6203725000000.0,0.01737015806843842
2005,PAK,120055291992.93773,7126194000000.0,0.016847042333247977
2006,PAK,137264061106.04344,8216160000000.0,0.016706595429743756
2007,PAK,152385716311.91638,9239786000000.0,0.016492342605328347
2008,PAK,170077814106.3049,10637772000000.0,0.015988104849991604
2009,PAK,168152775283.03162,13199707000000.0,0.012739129382419747
2010,PAK,177165635077.06534,14866996000000.0,0.011916706984858631
2011,PAK,213587413183.99557,18276440000000.0,0.011686488899588518
2012,PAK,224383620829.56964,20046500000000.0,0.01119315695156609
2013,PAK,231218567178.97867,22385656800000.0,0.010328871260948603
2014,PAK,244360888750.80704,25168805000000.0,0.009708879255523137
2015,PAK,270556131701.17093,27443022495100.0,0.00985883139327963
2016,PAK,278654637737.6899,29075633000000.0,0.00958378576788646
2017,PAK,304567253219.09705,31922302944400.0,0.009540892264244552
2018,PAK,314567541558.33887,34616302000000.0,0.009087265923388895
2019,PAK,278221906022.84106,37972310000000.0,0.007326968151867534
1960,PAN,537147100.0,537147100.0,1.0
1961,PAN,599026300.0,599026300.0,1.0
1962,PAN,652120900.0000001,652120900.0000001,1.0
1963,PAN,722784500.0,722784500.0,1.0
1964,PAN,776137500.0,776137500.0,1.0
1965,PAN,852485300.0,852485300.0,1.0
1966,PAN,928833000.0,928833000.0,1.0
1967,PAN,1034376400.0000001,1034376400.0000001,1.0
1968,PAN,1112791099.9999998,1112791099.9999998,1.0
1969,PAN,1221305699.9999998,1221305699.9999998,1.0
1970,PAN,1351006400.0,1351006400.0,1.0
1971,PAN,1523917200.0000002,1523917200.0000002,1.0
1972,PAN,1673411700.0000002,1673411700.0000002,1.0
1973,PAN,1913793399.9999998,1913793399.9999998,1.0
1974,PAN,2188307600.0,2188307600.0,1.0
1975,PAN,2435304100.0,2435304100.0,1.0
1976,PAN,2588106000.0000005,2588106000.0000005,1.0
1977,PAN,2738261900.0,2738261900.0,1.0
1978,PAN,3244558600.0,3244558600.0,1.0
1979,PAN,3704551600.0,3704551600.0,1.0
1980,PAN,4614086400.0,4614086400.0,1.0
1981,PAN,5222421500.000001,5222421500.000001,1.0
1982,PAN,5769767899.999999,5769767899.999999,1.0
1983,PAN,5923755900.0,5923755900.0,1.0
1984,PAN,6183387100.0,6183387100.0,1.0
1985,PAN,6541517100.0,6541517100.0,1.0
1986,PAN,6797834200.0,6797834200.0,1.0
1987,PAN,6827665299.999999,6827665299.999999,1.0
1988,PAN,5902783400.000001,5902783400.000001,1.0
1989,PAN,5918469800.0,5918469800.0,1.0
1990,PAN,6433966999.999999,6433966999.999999,1.0
1991,PAN,7074675500.0,7074675500.0,1.0
1992,PAN,8042337700.0,8042337700.0,1.0
1993,PAN,8782585400.0,8782585400.0,1.0
1994,PAN,9365289800.0,9365289800.0,1.0
1995,PAN,9573813700.0,9573813700.0,1.0
1996,PAN,9870494000.0,9870494000.0,1.0
1997,PAN,10677286100.0,10677286100.0,1.0
1998,PAN,11575486400.0,11575486400.0,1.0
1999,PAN,12130252200.000002,12130252200.000002,1.0
2000,PAN,12304114999.999998,12304114999.999998,1.0
2001,PAN,12502013400.0,12502013400.0,1.0
2002,PAN,12994310400.0,12994310400.0,1.0
2003,PAN,13693981200.0,13693981200.0,1.0
2004,PAN,15013381700.0,15013381700.0,1.0
2005,PAN,16374393899.999998,16374393899.999998,1.0
2006,PAN,18141666300.0,18141666300.0,1.0
2007,PAN,21295984200.0,21295984200.0,1.0
2008,PAN,25155888600.0,25155888600.0,1.0
2009,PAN,27116635600.0,27116635600.0,1.0
2010,PAN,29440300000.0,29440300000.0,1.0
2011,PAN,34686200000.0,34686200000.0,1.0
2012,PAN,40429699999.99999,40429699999.99999,1.0
2013,PAN,45600000000.0,45600000000.0,1.0
2014,PAN,49921500000.0,49921500000.0,1.0
2015,PAN,54091699999.99999,54091699999.99999,1.0
2016,PAN,57907699999.99999,57907699999.99999,1.0
2017,PAN,62219000000.0,62219000000.0,1.0
2018,PAN,65128200000.0,65128200000.0,1.0
2019,PAN,66800800000.0,66800800000.0,1.0
1960,PER,2571908062.0769234,70.21309009470001,36630036.63003663
1961,PER,2899654840.3656716,77.7107497218,37313432.8358209
1962,PER,3286773187.876866,88.0855214351,37313432.8358209
1963,PER,3600957771.1529856,96.5056682669,37313432.8358209
1964,PER,4356913870.235075,116.76529172229999,37313432.8358209
1965,PER,5166861068.421643,138.47187663370002,37313432.8358209
1966,PER,6113607728.156716,163.8446871146,37313432.8358209
1967,PER,6204253758.5761595,187.368463509,33112582.781456955
1968,PER,5736083835.224807,221.98644442320003,25839793.281653747
1969,PER,6420909789.638243,248.489208859,25839793.281653747
1970,PER,7432223176.77261,287.6270369411,25839793.281653743
1971,PER,8289582883.501291,320.8068575915,25839793.281653747
1972,PER,9189413409.01292,355.6302989288,25839793.281653747
1973,PER,10994381894.798449,425.4825793287,25839793.281653743
1974,PER,13858441211.219637,536.3216748742,25839793.281653747
1975,PER,16877163792.128395,683.5251335812,24691358.02469136
1976,PER,15947709379.65071,899.4508090123,17730496.45390071
1977,PER,14620386673.854416,1225.188403269,11933174.224343676
1978,PER,12495779622.071018,1953.0903549297,6397952.655150352
1979,PER,15962459447.216827,3585.1683918449,4452359.750667853
1980,PER,18134029179.639324,5238.9210299978,3461405.3305642093
1981,PER,21649137620.30547,9142.430817055,2367984.8448969927
1982,PER,21793496819.337875,15203.1433811701,1433486.2385321101
1983,PER,17345624453.69164,28249.083985282203,614024.3153628884
1984,PER,17599660054.28604,61018.0214082097,288433.8044418806
1985,PER,16548827018.2872,165488.27018287202,100000.0
1986,PER,15244232957.875952,304884.65915751905,50000.0
1987,PER,20702298396.971703,621068.951909151,33333.333333333336
1988,PER,15439408447.2288,3859852.1118072,4000.0
1989,PER,22499559086.03431,90448225.275902,248.75622509343847
1990,PER,26410386669.360916,5466950101.3015995,4.83091782071927
1991,PER,34341465998.200283,26714226400.0,1.285512276642242
1992,PER,35966302303.262955,44972264400.0,0.799744081893794
1993,PER,34832077220.85365,69284484800.0,0.502739932632849
1994,PER,44882079766.89127,98579000000.0,0.4552904753232562
1995,PER,53312793687.38364,120263000000.0,0.44330171114460504
1996,PER,55252414130.30192,135606000000.0,0.40744815222262964
1997,PER,58147522522.52252,154905000000.0,0.37537537537537535
1998,PER,55501467877.381035,162586000000.0,0.3413668327985253
1999,PER,50187324567.882996,169859000000.0,0.2954646181119811
2000,PER,51744749133.21299,180584000000.0,0.2865411616378693
2001,PER,52030158775.40549,182527000000.0,0.2850545879535931
2002,PER,54777553515.08088,192691000000.0,0.2842766580436081
2003,PER,58731030121.867096,204337000000.0,0.28742239595309266
2004,PER,66768703497.56868,227934999999.99997,0.29292870115413905
2005,PER,76060606060.60605,250748999999.99997,0.30333363666697
2006,PER,88643193061.748,290271000000.0,0.3053808098699078
2007,PER,102170981144.13551,319693000000.0,0.31959092361776925
2008,PER,120550599815.44142,352719000000.00006,0.3417751802864076
2009,PER,120822986521.47932,363943000000.0,0.33198326804329065
2010,PER,147528937028.77774,416784000000.0,0.3539697709815582
2011,PER,171761737046.58508,473049000000.0,0.3630950219672488
2012,PER,192648999090.0819,508131000000.0,0.3791325447376403
2013,PER,201175469114.32693,543556000000.0,0.37010992264702613
2014,PER,200789362451.56744,570041000000.0,0.3522367030644593
2015,PER,189805300841.6028,604416000000.0,0.31403090064062306
2016,PER,191895943823.8867,647668000000.0,0.29628751740689163
2017,PER,211007207483.5148,687989000000.0,0.30670142616163165
2018,PER,222044970486.21677,729773000000.0,0.3042658066086533
2019,PER,226848050819.52472,757059999999.9999,0.2996434243250532
1960,PHL,6684568805.068806,13504165900.000002,0.495000495000495
1961,PHL,7256966966.225558,14696809500.0,0.4937783922575548
1962,PHL,4399827767.967036,16443916300.0,0.2675656873762509
1963,PHL,4875309866.34017,19113164800.0,0.25507601265177027
1964,PHL,5271404668.367347,20663906300.0,0.25510204081632654
1965,PHL,5784398976.982096,22616999999.999996,0.25575447570332477
1966,PHL,6371459304.410183,24878000000.0,0.25610818009527225
1967,PHL,6809134235.542982,26717000000.0,0.2548614827841068
1968,PHL,7591603053.435113,29834999999.999996,0.2544529262086514
1969,PHL,8408229699.142951,33062000000.0,0.254317031611607
1970,PHL,6687204834.368705,39506000000.0,0.1692706129288894
1971,PHL,7408305735.653093,47648000000.0,0.1554798886763997
1972,PHL,8017468688.200396,53515000000.0,0.1498172229879547
1973,PHL,10082885603.066767,68123000000.0,0.1480100054763702
1974,PHL,13781139969.651882,93545000000.0,0.14732096819340298
1975,PHL,14893969287.655735,107950000000.0,0.13797099849611613
1976,PHL,17097563270.29824,127211000000.0,0.13440318266736556
1977,PHL,19648106122.00789,145451000000.0,0.13508402226184688
1978,PHL,22706155475.304787,167249000000.0,0.13576257840288902
1979,PHL,27502168726.957275,202900000000.0,0.13554543482975492
1980,PHL,32450541843.06521,243749000000.0,0.13313097425246959
1981,PHL,35646416952.5425,281596000000.0,0.12658708558552856
1982,PHL,37140163934.42623,317177000000.0,0.117096018735363
1983,PHL,33212180658.165882,369077000000.0,0.08998713184014685
1984,PHL,31408492876.691,524481000000.0,0.059884901219855444
1985,PHL,30734335448.99045,571883000000.0,0.05374234843314184
1986,PHL,29868339080.826267,608887000000.0,0.0490539937308996
1987,PHL,33195933429.600784,682764000000.0,0.04861992347224046
1988,PHL,37885440418.683365,799182000000.0,0.04740527241439793
1989,PHL,42575183905.560646,925444000000.0001,0.046005143375029325
1990,PHL,44311593755.78453,1077236999999.9999,0.0411344892124802
1991,PHL,45417561302.24975,1248011000000.0,0.036391955922062985
1992,PHL,52976344928.9564,1351559000000.0,0.03919647231749143
1993,PHL,54368083953.111916,1474457000000.0,0.03687329230565009
1994,PHL,64084460124.46436,1692932000000.0,0.037854125342579835
1995,PHL,74119987244.50114,1905951000000.0002,0.03888871605015089
1996,PHL,82848140618.02661,2171922000000.0,0.03814508100107951
1997,PHL,82344260570.66849,2426743000000.0,0.03393200704428466
1998,PHL,72207028767.75977,2952762027400.0,0.024454063042574525
1999,PHL,82995145792.93408,3244197253900.0,0.025582644733812585
2000,PHL,83670261707.729,3697556205387.96,0.02262853005068791
2001,PHL,78921071498.25041,4024398940183.9,0.01961064811696924
2002,PHL,84307369867.9049,4350559772133.9297,0.019378510877590478
2003,PHL,87039145965.00932,4717808940485.189,0.018449061219519846
2004,PHL,95001994599.56439,5323904177200.0205,0.01784442233322246
2005,PHL,107419986400.18808,5917282301168.34,0.01815360176055459
2006,PHL,127652908954.83597,6550417112922.96,0.01948775272692124
2007,PHL,155980408071.67303,7198244887764.44,0.021669227777566746
2008,PHL,181006859907.40186,8050200620568.55,0.022484763851092465
2009,PHL,176131654909.91132,8390421456270.66,0.020991991383016603
2010,PHL,208368892318.65424,9399450758073.91,0.022168198725831954
2011,PHL,234216730703.49155,10144661326781.7,0.0230876835764999
2012,PHL,261920542606.12064,11060588830567.5,0.023680524302853227
2013,PHL,283902829720.1585,12050591984260.6,0.02355924340405574
2014,PHL,297483553299.4751,13206828251691.9,0.02252498083795139
2015,PHL,306445871631.4831,13944157447764.7,0.021976650276607966
2016,PHL,318627003965.4927,15132381470173.299,0.021055972227076277
2017,PHL,328480738147.7295,16556651083225.9,0.01983980555587865
2018,PHL,346841896889.5532,18265190258161.7,0.018989229895076995
2019,PHL,376795508679.67584,19516418270842.6,0.019306591171116976
1960,PLW,,,
1961,PLW,,,
1962,PLW,,,
1963,PLW,,,
1964,PLW,,,
1965,PLW,,,
1966,PLW,,,
1967,PLW,,,
1968,PLW,,,
1969,PLW,,,
1970,PLW,,,
1971,PLW,,,
1972,PLW,,,
1973,PLW,,,
1974,PLW,,,
1975,PLW,,,
1976,PLW,,,
1977,PLW,,,
1978,PLW,,,
1979,PLW,,,
1980,PLW,,,
1981,PLW,,,
1982,PLW,,,
1983,PLW,,,
1984,PLW,,,
1985,PLW,,,
1986,PLW,,,
1987,PLW,,,
1988,PLW,,,
1989,PLW,,,
1990,PLW,,,
1991,PLW,,,
1992,PLW,,,
1993,PLW,,,
1994,PLW,,,
1995,PLW,,,
1996,PLW,,,
1997,PLW,,,
1998,PLW,,,
1999,PLW,,,
2000,PLW,146113700.0,146113700.0,1.0
2001,PLW,156737100.0,156737100.0,1.0
2002,PLW,163026600.0,163026600.0,1.0
2003,PLW,153761900.0,153761900.0,1.0
2004,PLW,164886100.0,164886100.0,1.0
2005,PLW,184468800.0,184468800.0,1.0
2006,PLW,189028900.0,189028900.0,1.0
2007,PLW,194630300.0,194630300.0,1.0
2008,PLW,198024400.0,198024400.0,1.0
2009,PLW,183369300.0,183369300.0,1.0
2010,PLW,183498800.0,183498800.0,1.0
2011,PLW,193143900.0,193143900.0,1.0
2012,PLW,211103300.0,211103300.0,1.0
2013,PLW,223388400.0,223388400.0,1.0
2014,PLW,243147000.0,243147000.0,1.0
2015,PLW,280376100.0,280376100.0,1.0
2016,PLW,300125600.0,300125600.0,1.0
2017,PLW,286321800.0,286321800.0,1.0
2018,PLW,283994900.0,283994900.0,1.0
2019,PLW,,,
1960,PNG,230496032.98121637,205800000.0,1.120000160258583
1961,PNG,244832035.0325262,218599999.99999997,1.120000160258583
1962,PNG,261184037.3723015,233199999.99999997,1.120000160258583
1963,PNG,275968039.4877148,246400000.0,1.120000160258583
1964,PNG,305312043.6864897,272600000.0,1.120000160258583
1965,PNG,344159480.3449434,307300000.0,1.119946242580356
1966,PNG,390973233.2848023,349100000.0,1.1199462425803561
1967,PNG,441706910.0683167,394400100.0,1.1199462425803561
1968,PNG,485160824.28043455,433200100.0,1.1199462425803561
1969,PNG,551237316.6088027,492199799.99999994,1.1199462425803561
1970,PNG,645537126.2179414,576400099.9999999,1.1199462425803561
1971,PNG,717716130.4938831,633599800.0,1.1327594019030358
1972,PNG,858802035.9281436,717099699.9999999,1.1976047904191618
1973,PNG,1299105240.7328506,914700000.0,1.42025280499929
1974,PNG,1467346059.9971294,1022300000.0,1.4353380221042056
1975,PNG,1356591176.8556094,1036300000.0,1.3090718680455558
1976,PNG,1511856584.2583246,1198599899.9999998,1.2613521695257315
1977,PNG,1640763204.447814,1298500000.0,1.2635835228708618
1978,PNG,1947947524.3334749,1380900000.0000002,1.4106361969248131
1979,PNG,2293621944.3663955,1632600100.0000002,1.4048890137679124
1980,PNG,2545983007.899836,1708100000.0,1.4905351021016544
1981,PNG,2498068350.668648,1681200000.0,1.485884101040119
1982,PNG,2368584969.532837,1749200000.0,1.3540961408259986
1983,PNG,2562492524.8176055,2142500000.0,1.196029183112068
1984,PNG,2552526263.075896,2293700100.0,1.1128421989761852
1985,PNG,2423373088.073578,2424100100.0,0.9997000899730081
1986,PNG,2648033765.698991,2572300000.0,1.029442042413012
1987,PNG,3143848331.314021,2854299900.0,1.1014428901861437
1988,PNG,3655979702.456464,3170099999.9999995,1.1532695190866107
1989,PNG,3546460176.9911504,3045700000.0,1.1644154634373545
1990,PNG,3219730364.996232,3076199999.9999995,1.0466583333321087
1991,PNG,3787394957.9831934,3605600000.0,1.050420168067227
1992,PNG,4377980510.055982,4223000000.0,1.036699149906697
1993,PNG,4974550286.181521,4867100000.000001,1.0220768601798855
1994,PNG,5502786069.651742,5530300000.0,0.9950248756218907
1995,PNG,4636057476.425684,6194699999.999999,0.74839095943721
1996,PNG,5155311077.389984,6794699999.999999,0.7587253414264037
1997,PNG,4936615298.793669,7079600000.0,0.6973014434139879
1998,PNG,3789443014.6166177,7803600000.0,0.485601903559462
1999,PNG,3477038204.01733,8828200000.000002,0.39385584875935403
2000,PNG,3521339699.074074,9735800000.0,0.36168981481481477
2001,PNG,3081024212.429244,10396299999.999998,0.29635776309160416
2002,PNG,2999511040.1976433,11655500000.000002,0.25734726439857947
2003,PNG,3536411824.2958045,12567346700.0,0.2813968539831725
2004,PNG,3927157866.9646463,12652124500.0,0.31039513300431454
2005,PNG,4865892972.275951,15094000000.0,0.32237266279819476
2006,PNG,8355006706.57899,25538749000.0,0.3271501946543658
2007,PNG,9545177014.130104,28304313400.0,0.3372340066772333
2008,PNG,11670840931.81734,31512437600.0,0.37035665345727936
2009,PNG,11619637798.990961,32013264099.999996,0.36296323182461615
2010,PNG,14250755231.125656,38752078700.0,0.3677416982311624
2011,PNG,17984910501.897934,42642222800.0,0.42176296921130324
2012,PNG,21295659243.616817,44371635600.0,0.4799385678633135
2013,PNG,21261432791.267548,47721285900.00001,0.4455335263978615
2014,PNG,23210682538.392788,57130774000.0,0.40627285284797277
2015,PNG,21723531173.24086,60139423700.0,0.36121947695419737
2016,PNG,20759069103.096073,65038163500.0,0.31918289179699966
2017,PNG,22742613553.68791,72521646100.0,0.31359759157049677
2018,PNG,23412495063.498478,77099241136.7297,0.30366699747379067
2019,PNG,24969611434.768387,84585810309.5845,0.29519858405776905
1960,POL,,,
1961,POL,,,
1962,POL,,,
1963,POL,,,
1964,POL,,,
1965,POL,,,
1966,POL,,,
1967,POL,,,
1968,POL,,,
1969,POL,,,
1970,POL,,,
1971,POL,,,
1972,POL,,,
1973,POL,,,
1974,POL,,,
1975,POL,,,
1976,POL,,,
1977,POL,,,
1978,POL,,,
1979,POL,,,
1980,POL,,,
1981,POL,,,
1982,POL,,,
1983,POL,,,
1984,POL,,,
1985,POL,,,
1986,POL,,,
1987,POL,,,
1988,POL,,,
1989,POL,,,
1990,POL,65977749036.98444,62678860800.00001,1.052631592132964
1991,POL,85500935934.99007,90485640499.99998,0.9449116507606539
1992,POL,94337050693.27267,128590833799.99998,0.7336218912772356
1993,POL,96045645026.17801,174274822900.0,0.5511160099200881
1994,POL,110803391516.6982,251822867900.0,0.44000528006336076
1995,POL,142137319587.62888,344683000000.0,0.4123711340206186
1996,POL,159942880456.95633,431221999999.99994,0.37090612366010167
1997,POL,159117799530.3876,521795000000.00006,0.3049431281066081
1998,POL,174388271853.59958,606069000000.0,0.2877366634056511
1999,POL,169717677900.73355,673287000000.0,0.25207330291648816
2000,POL,171885598582.6373,747032000000.0,0.23009134626446698
2001,POL,190521263343.02255,779975000000.0,0.24426585896089303
2002,POL,198680637254.90195,810617000000.0,0.24509803921568626
2003,POL,217513049291.60992,845930000000.0001,0.2571288987169268
2004,POL,255102252843.3946,933062000000.0,0.27340332458442695
2005,POL,306123628496.3684,990463000000.0,0.3090712409210323
2006,POL,344745746326.37274,1069815000000.0,0.3222480020623872
2007,POL,429061382275.3712,1187599000000.0,0.36128472849452653
2008,POL,533813299020.42175,1286063000000.0,0.41507554374896233
2009,POL,439793916861.63904,1372201000000.0,0.32050254799525657
2010,POL,479321460551.18896,1445298000000.0,0.3316419593406958
2011,POL,528832185770.21735,1566824000000.0,0.33751856352099363
2012,POL,500360816827.8827,1629425000000.0,0.30707815138952865
2013,POL,524234322596.9752,1656895000000.0,0.3163956210846042
2014,POL,545389126644.47614,1720430000000.0,0.31700744967506733
2015,POL,477581376840.4298,1800243000000.0,0.2652871733651678
2016,POL,472037130972.91266,1861148000000.0,0.25362686415745156
2017,POL,526380811261.34467,1989351000000.0,0.2645992644140449
2018,POL,587114101392.6959,2120480000000.0,0.27687792452307775
2019,POL,592164400687.6074,2273556000000.0,0.2604573631296557
1960,PRE,11230032674.814413,,
1961,PRE,11610062485.093122,,
1962,PRE,12678821351.72304,,
1963,PRE,14775556333.641912,,
1964,PRE,13764646103.7352,,
1965,PRE,15509646561.994703,,
1966,PRE,17036447335.770342,,
1967,PRE,16082690461.210539,,
1968,PRE,16957187175.562881,,
1969,PRE,19231527623.91513,,
1970,PRE,23492519176.797047,,
1971,PRE,22976471656.508656,,
1972,PRE,26665323615.343056,,
1973,PRE,32715012925.83988,,
1974,PRE,46584267331.11408,,
1975,PRE,53088667469.82642,,
1976,PRE,62441653343.13245,,
1977,PRE,68957579315.47069,,
1978,PRE,76671384662.7933,,
1979,PRE,96898454271.19128,,
1980,PRE,119105508345.33632,,
1981,PRE,166990487671.17874,,
1982,PRE,156434008059.57266,,
1983,PRE,124546725097.23192,,
1984,PRE,113610971210.68263,,
1985,PRE,117029805859.85461,,
1986,PRE,113113118635.94739,,
1987,PRE,125381951007.04796,,
1988,PRE,127813098532.03914,,
1989,PRE,125251229447.72113,,
1990,PRE,198027563948.2764,,
1991,PRE,192103263523.50504,,
1992,PRE,178666783410.51804,,
1993,PRE,156655910141.92508,,
1994,PRE,147794614034.88263,,
1995,PRE,175711720079.72354,,
1996,PRE,193791781788.64575,,
1997,PRE,203933626699.65137,,
1998,PRE,210024659413.30215,,
1999,PRE,214477327489.0795,,
2000,PRE,243798466478.99268,,
2001,PRE,241150838176.18362,,
2002,PRE,286437603787.39716,,
2003,PRE,326388477927.2885,,
2004,PRE,398098285498.8435,,
2005,PRE,495811235111.78656,,
2006,PRE,627723859753.6115,,
2007,PRE,759365491890.0907,,
2008,PRE,956317049747.6448,,
2009,PRE,867888952748.2833,,
2010,PRE,1022338126450.5264,,
2011,PRE,1186656241498.8572,,
2012,PRE,1301746926888.172,,
2013,PRE,1430317486784.3337,,
2014,PRE,1525936721780.8457,,
2015,PRE,1344295058510.737,,
2016,PRE,1217024928217.2058,,
2017,PRE,1265557357216.6924,,
2018,PRE,1332366066557.6143,,
2019,PRE,1391261013601.9866,,
1960,PRI,1691900000.0,1691900000.0,1.0
1961,PRI,1865100000.0,1865100000.0,1.0
1962,PRI,2094400000.0,2094400000.0,1.0
1963,PRI,2333600000.0,2333600000.0,1.0
1964,PRI,2570500000.0,2570500000.0,1.0
1965,PRI,2881500000.0,2881500000.0,1.0
1966,PRI,3170500000.0,3170500000.0,1.0
1967,PRI,3532700000.0,3532700000.0,1.0
1968,PRI,3941700000.0,3941700000.0,1.0
1969,PRI,4460700000.0,4460700000.0,1.0
1970,PRI,5034700000.0,5034700000.0,1.0
1971,PRI,5646800000.0,5646800000.0,1.0
1972,PRI,6328900000.0,6328900000.0,1.0
1973,PRI,7002400000.0,7002400000.0,1.0
1974,PRI,7684800000.0,7684800000.0,1.0
1975,PRI,8198299999.999999,8198299999.999999,1.0
1976,PRI,8968600000.0,8968600000.0,1.0
1977,PRI,9910900000.0,9910900000.0,1.0
1978,PRI,11165000000.0,11165000000.0,1.0
1979,PRI,12750000000.0,12750000000.0,1.0
1980,PRI,14436100000.0,14436100000.0,1.0
1981,PRI,15955700000.0,15955700000.0,1.0
1982,PRI,16764200000.0,16764200000.0,1.0
1983,PRI,17276600000.0,17276600000.0,1.0
1984,PRI,19162600000.0,19162600000.0,1.0
1985,PRI,20289200000.0,20289200000.0,1.0
1986,PRI,22009300000.0,22009300000.0,1.0
1987,PRI,24025800000.0,24025800000.0,1.0
1988,PRI,26385800000.0,26385800000.0,1.0
1989,PRI,28161200000.0,28161200000.0,1.0
1990,PRI,30603919000.0,30603919000.0,1.0
1991,PRI,32287031000.0,32287031000.0,1.0
1992,PRI,34630430000.0,34630430000.0,1.0
1993,PRI,36922456000.0,36922456000.0,1.0
1994,PRI,39690630000.0,39690630000.0,1.0
1995,PRI,42647331000.0,42647331000.0,1.0
